title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
We the women-- for peace,Aseghedech Ghirmazion,,,,,,,,ol_author,,,we the women for peace | aseghedech ghirmazion,,we the women for peace,aseghedech ghirmazion,,,"We the women-- for peace 
Aseghedech Ghirmazion 
",155,"['Gender roles and feminism', 'Community solidarity', 'Wealth and materialism']"
Confessions of an AIDS victim,Carolyne Adalla,,,,,,,https://covers.openlibrary.org/b/id/8052538-L.jpg,ol_author,,,confessions of an aids victim | carolyne adalla,8052538.0,confessions of an aids victim,carolyne adalla,,,"Confessions of an AIDS victim 
Carolyne Adalla 
",156,"['Youth and unemployment', 'Trauma and healing', 'Identity crisis']"
The position of Kiswahili in Kenya,Chacha Nyaigotti-Chacha,,,,,,,,ol_author,,,the position of kiswahili in kenya | chacha nyaigotti chacha,,the position of kiswahili in kenya,chacha nyaigotti chacha,,,"The position of Kiswahili in Kenya 
Chacha Nyaigotti-Chacha 
",157,"['Bad governance', 'Wealth and materialism', 'Agriculture and food security']"
Mke mwenza,Chacha Nyaigotti Chacha,,,,,,,,ol_author,,,mke mwenza | chacha nyaigotti chacha,,mke mwenza,chacha nyaigotti chacha,,,"Mke mwenza 
Chacha Nyaigotti Chacha 
",158,"['Community solidarity', 'Oppression', 'Power of language']"
Ushairi wa Abdilatif Abdalla,Chacha Nyaigotti Chacha,,,,,,,,ol_author,A literary critique of the poetry of Abdilatif Abdalla.,,ushairi wa abdilatif abdalla | chacha nyaigotti chacha,,ushairi wa abdilatif abdalla,chacha nyaigotti chacha,,,"Ushairi wa Abdilatif Abdalla 
Chacha Nyaigotti Chacha 
",159,"['Bad governance', 'Cultural heritage', 'Gender roles and feminism']"
Wingi jeusi,Chacha Nyaigotti Chacha,,,,,,,,ol_author,,,wingi jeusi | chacha nyaigotti chacha,,wingi jeusi,chacha nyaigotti chacha,,,"Wingi jeusi 
Chacha Nyaigotti Chacha 
",160,"['Urban vs rural life', 'Language and identity', 'Justice and injustice']"
Hukumu,Chacha Nyaigotti Chacha,,,,,,,,ol_author,,,hukumu | chacha nyaigotti chacha,,hukumu,chacha nyaigotti chacha,,,"Hukumu 
Chacha Nyaigotti Chacha 
",161,"['Agriculture and food security', 'Silence and voice', 'Justice and injustice']"
Traditional medicine in Africa,Isaac Sindiga,,,,,,,https://covers.openlibrary.org/b/id/2304802-L.jpg,ol_author,,,traditional medicine in africa | isaac sindiga,2304802.0,traditional medicine in africa,isaac sindiga,,,"Traditional medicine in Africa 
Isaac Sindiga 
",162,"['Indigenous knowledge', 'Morality and ethics', 'Wealth and materialism']"
The golden feather,Charity Waciuma,,,,,,,,ol_author,,,the golden feather | charity waciuma,,the golden feather,charity waciuma,,,"The golden feather 
Charity Waciuma 
",163,"['Generosity', 'Wealth and materialism', 'Morality and ethics']"
Daughter of Mumbi,Charity Waciuma,,,,,,,,ol_author,,,daughter of mumbi | charity waciuma,,daughter of mumbi,charity waciuma,,,"Daughter of Mumbi 
Charity Waciuma 
",164,"['Parent-child relationships', 'Family unity', 'Wealth and materialism']"
Merry-making,Charity Waciuma,,,,,,,,ol_author,,,merry making | charity waciuma,,merry making,charity waciuma,,,"Merry-making 
Charity Waciuma 
",165,"['Generosity', 'Wealth and materialism', 'Family unity']"
"Mweru, the ostrich girl",Charity Waciuma,,,,,,,,ol_author,,,mweru the ostrich girl | charity waciuma,,mweru the ostrich girl,charity waciuma,,,"Mweru, the ostrich girl 
Charity Waciuma 
",166,"['Gender roles and feminism', 'Generosity', 'Wealth and materialism']"
Who's calling?,Charity Waciuma,,,,,,,,ol_author,,,who s calling? | charity waciuma,,who s calling,charity waciuma,,,"Who's calling? 
Charity Waciuma 
",167,"['Poverty', 'Generosity', 'Wealth and materialism']"
Kenyatta's jiggers,Charles Mangua,,,,,,,,ol_author,,,kenyatta s jiggers | charles mangua,,kenyatta s jiggers,charles mangua,,,"Kenyatta's jiggers 
Charles Mangua 
",168,"['Ethnic diversity', 'Oppression', 'Poverty']"
A tail in the mouth,Charles Mangua,,,,,,,https://covers.openlibrary.org/b/id/14892769-L.jpg,ol_author,,,a tail in the mouth | charles mangua,14892769.0,a tail in the mouth,charles mangua,,,"A tail in the mouth 
Charles Mangua 
",169,"['Hard work', 'Parent-child relationships', 'Storytelling as resistance']"
Kanina and I,Charles Mangua,,,,,,,,ol_author,,,kanina and i | charles mangua,,kanina and i,charles mangua,,,"Kanina and I 
Charles Mangua 
",170,"['Conflict in families', 'Love and heartbreak', 'Marriage and relationships']"
Son of woman in Mombasa,Charles Mangua,,,,,,,,ol_author,,,son of woman in mombasa | charles mangua,,son of woman in mombasa,charles mangua,,,"Son of woman in Mombasa 
Charles Mangua 
",171,"['Parent-child relationships', 'Conflict in families', 'Marriage and relationships']"
tail in the mouth.,Charles Mangua,,,,,,,,ol_author,,,tail in the mouth | charles mangua,,tail in the mouth,charles mangua,,,"tail in the mouth. 
Charles Mangua 
",172,"['Parent-child relationships', 'Silence and voice', 'Storytelling as resistance']"
Gambling With Destiny,Daniel Kamau,,,,,,,https://covers.openlibrary.org/b/id/2763153-L.jpg,ol_author,,,gambling with destiny | daniel kamau,2763153.0,gambling with destiny,daniel kamau,,,"Gambling With Destiny 
Daniel Kamau 
",173,"['Fate and free will', 'Greed', 'Religion and spirituality']"
Equatorial Assignment,David Maillu,,,,,,,,ol_author,,,equatorial assignment | david maillu,,equatorial assignment,david maillu,,,"Equatorial Assignment 
David Maillu 
",174,"['Generosity', 'Climate and nature', 'Hard work']"
Inheritance,David Mulwa,,,,,,,https://covers.openlibrary.org/b/id/4265808-L.jpg,ol_author,,,inheritance | david mulwa,4265808.0,inheritance,david mulwa,,,"Inheritance 
David Mulwa 
",175,"['Poverty', 'Parent-child relationships', 'Cultural heritage']"
Redemption,David Mulwa,,,,,,,,ol_author,,,redemption | david mulwa,,redemption,david mulwa,,,"Redemption 
David Mulwa 
",176,"['Fate and free will', 'Poverty', 'Justice and injustice']"
Master and Servant,David Mulwa,,,,,,,https://covers.openlibrary.org/b/id/4684470-L.jpg,ol_author,,,master and servant | david mulwa,4684470.0,master and servant,david mulwa,,,"Master and Servant 
David Mulwa 
",177,"['Generosity', 'Wealth and materialism', 'Poverty']"
We come in peace,David Mulwa,,,,,,,,ol_author,,,we come in peace | david mulwa,,we come in peace,david mulwa,,,"We come in peace 
David Mulwa 
",178,"['Poverty', 'Migration and diaspora', 'Fate and free will']"
"Flee, mama flee",David Mulwa,,,,,,,,ol_author,,,flee mama flee | david mulwa,,flee mama flee,david mulwa,,,"Flee, mama flee 
David Mulwa 
",179,"['Poverty', 'Hope and despair', 'Migration and diaspora']"
Daraja,David Mulwa,,,,,,,,ol_author,,,daraja | david mulwa,,daraja,david mulwa,,,"Daraja 
David Mulwa 
",180,"['Poverty', 'Bad governance', 'Fate and free will']"
Mkimbizi,David Mulwa,,,,,,,,ol_author,,,mkimbizi | david mulwa,,mkimbizi,david mulwa,,,"Mkimbizi 
David Mulwa 
",181,"['Parent-child relationships', 'Poverty', 'Bad governance']"
Clean hands,David Mulwa,,,,,,,,ol_author,,,clean hands | david mulwa,,clean hands,david mulwa,,,"Clean hands 
David Mulwa 
",182,"['Poverty', 'Bad governance', 'Fate and free will']"
Glasshouses,David Mulwa,,,,,,,,ol_author,,,glasshouses | david mulwa,,glasshouses,david mulwa,,,"Glasshouses 
David Mulwa 
",183,"['Urbanization', 'Loneliness and isolation', 'Cultural heritage']"
"Katende says ""No""",David Mulwa,,,,,,,,ol_author,,,katende says no | david mulwa,,katende says no,david mulwa,,,"Katende says ""No"" 
David Mulwa 
",184,"['Poverty', 'Truth and deception', 'Religion and spirituality']"
The flame trees of Thika,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/93107-L.jpg,ol_author,,,the flame trees of thika | elspeth huxley,93107.0,the flame trees of thika,elspeth huxley,,,"The flame trees of Thika 
Elspeth Huxley 
",185,"['Climate and nature', 'Naming and symbolism', 'Marriage and relationships']"
On the edge of the rift,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6547221-L.jpg,ol_author,"In this sequel to ""The Flame of Thika"", Elspeth Huxley takes up her story after the family returns to Kenya after the First World War. Her family and friends, their home and their travels, the glorious wildlife and scenery, described in rich and loving detail, all spring to life in this enchanting book. 'She knows East Africa and she loves it...with a critical and understanding sympathy' - ""The Times"". 'What a marvellous writer...and what a Kenya it was' - ""Financial Times"".",,on the edge of the rift | elspeth huxley,6547221.0,on the edge of the rift,elspeth huxley,,,"On the edge of the rift 
Elspeth Huxley 
",186,"['Land and displacement', 'Education and opportunity', 'Climate and nature']"
Murder on Safari,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/4972592-L.jpg,ol_author,"Lucy, Lady Baradale, was a hated woman.  She used her millions to control and bully her husband and stepdaughter, she was flagrantly unfaithful with her handsome chauffeur, and she carried a fortune in jewelry around on safari with her in a portable safe.  When a choice selection of baubles goes missing, she dispatches guide/white hunter Billy de Mare to bring back Superintendent Vachell of the Chania CID.  Ineptly disguised as de Mare's new assistant, Vachell barely has time to interview Lady Barradale before a ruthless and skillful murderer renders the robbery case more than a little moot.",,murder on safari | elspeth huxley,4972592.0,murder on safari,elspeth huxley,,,"Murder on Safari 
Elspeth Huxley 
",187,"['Education and opportunity', 'Morality and ethics', 'Generosity']"
The African poison murders,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/7128341-L.jpg,ol_author,"This mystery is set in East Africa (country not specified) just prior to World War II.  It was written in the late 1930's and published in 1939. Author Huxley was brought up in this area and brings vivid and authentic description and characters to the story. Huxley is most widely known for her memoir *The Flame Trees of Thika*. The story is the third and last in a short series featuring CID Inspector Vachell.  The story highlights the unrest prior to WWII, felt by both the German and English settlers in this part of colonial Africa. Inspector Vachell is brought in to investigate Nazi activities and several unsettling and gruesome local acts. Things are brought to a head when a local farmer dies. Is it murder or an unfortunate accident?",,the african poison murders | elspeth huxley,7128341.0,the african poison murders,elspeth huxley,,,"The African poison murders 
Elspeth Huxley 
",188,"['Storytelling as resistance', 'Greed', 'Poverty']"
White man's country,Elspeth Huxley,,,,,,,,ol_author,,,white man s country | elspeth huxley,,white man s country,elspeth huxley,,,"White man's country 
Elspeth Huxley 
",189,"['Poverty', 'Storytelling as resistance', 'Climate and nature']"
Out in the Midday Sun,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/7296844-L.jpg,ol_author,"Huxley has recorded her memories of the years after *The Flame Trees of Thika* and *The Mottled Lizard*. Readers learn about her return to Kenya after eight years, the people and places she found, and about her visit in 1983. 8-page photo insert.",,out in the midday sun | elspeth huxley,7296844.0,out in the midday sun,elspeth huxley,,,"Out in the Midday Sun 
Elspeth Huxley 
",190,"['Climate and nature', 'Laziness', 'Education and opportunity']"
Murder at Government House,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6542129-L.jpg,ol_author,"When the British Colonial Governor of Chania is strangled to death in his study, the possible suspects include a wronged husband, a fiery-tempered local politician, and the members of an African secret society working against white rule. It is a tangled web forSuperintendent Vachell of the Chania CID to unravel, but fortunately he has the help of a brash young female anthropologist and a canny, snuff-taking witch doctor.",,murder at government house | elspeth huxley,6542129.0,murder at government house,elspeth huxley,,,"Murder at Government House 
Elspeth Huxley 
",191,"['Political violence', 'Leadership and betrayal', 'Education and opportunity']"
Four Guineas,Elspeth Huxley,,,,,,,,ol_author,,,four guineas | elspeth huxley,,four guineas,elspeth huxley,,,"Four Guineas 
Elspeth Huxley 
",192,"['Generosity', 'Education and opportunity', 'Greed']"
Scott of the Antarctic,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/4090018-L.jpg,ol_author,Biography of Scott based on diaries and letters of his colleagues as well as his own writings.,,scott of the antarctic | elspeth huxley,4090018.0,scott of the antarctic,elspeth huxley,,,"Scott of the Antarctic 
Elspeth Huxley 
",193,"['Education and opportunity', 'Storytelling as resistance', 'Generosity']"
Florence Nightingale,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/8401181-L.jpg,ol_author,"Begun in the reign of George IV and ended in that of Edward VII, her life more than spanned the whole Victorian era. ""Do you think you are improving?"" had asked the Aga Khan. She would not have hesitated for an instant in her reply. Life for the majority had improved, was improving and would continue to improve. Grieved greatly by his imperfections, she still believed in the ultimate perfectibility of man. Few of the great Victorians brought about by their personal efforts more of the material improvements of the era than Florence Nightingale. Probably in her own mind the betterment of the soldiers' lot, in sickness and in health, that she had helped to bring about would have rated highest. Next to that would have come her efforts to better the health of the peasants of India. Today she is remembered first and foremost as the founder of the nursing profession in its modern form. Her 38 ragtag-and-bobtail women, who coped with the shambles at Scutari, and the 15 young ladies introduced into St. Thomas' in 1860, were the start of one of the greatest of all services to mankind. This was her achievement, and almost hers alone. - p. 246.",,florence nightingale | elspeth huxley,8401181.0,florence nightingale,elspeth huxley,,,"Florence Nightingale 
Elspeth Huxley 
",194,"['Education and opportunity', 'Generosity', 'Storytelling as resistance']"
Love among the daughters,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6943153-L.jpg,ol_author,,,love among the daughters | elspeth huxley,6943153.0,love among the daughters,elspeth huxley,,,"Love among the daughters 
Elspeth Huxley 
",195,"['Education and opportunity', 'Marriage and relationships', 'Parent-child relationships']"
Their shining Eldorado,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6727063-L.jpg,ol_author,"P.249-51; Condition of natives (Katherine), equal pay in N.T.; p.264-8; Voting rights, education, assimilation; p.269-84; Snake Bay settlement (Tiwi), Welfare policies; Brief notes on Oenpelli rock art, dancing, didgeridoo playing, legends p.296; Namatjira; p.297-8; Ayers Rock - a religious shrine of Pitjandjaras, conception beliefs, ritual objects, circumcision; p.301-2; Pinturbi; p.3024; Settlements, missions, Welfare, education.",,their shining eldorado | elspeth huxley,6727063.0,their shining eldorado,elspeth huxley,,,"Their shining Eldorado 
Elspeth Huxley 
",196,"['Education and opportunity', 'Dreams and ambitions', 'Marriage and relationships']"
Race and politics in Kenya,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/4482165-L.jpg,ol_author,,,race and politics in kenya | elspeth huxley,4482165.0,race and politics in kenya,elspeth huxley,,,"Race and politics in Kenya 
Elspeth Huxley 
",197,"['Ethnic diversity', 'Poverty', 'Political violence']"
The sorcerer's apprentice,Elspeth Huxley,,,,,,,,ol_author,,,the sorcerer s apprentice | elspeth huxley,,the sorcerer s apprentice,elspeth huxley,,,"The sorcerer's apprentice 
Elspeth Huxley 
",198,"['Education and opportunity', 'Generosity', 'Storytelling as resistance']"
A man from nowhere,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6943148-L.jpg,ol_author,,,a man from nowhere | elspeth huxley,6943148.0,a man from nowhere,elspeth huxley,,,"A man from nowhere 
Elspeth Huxley 
",199,"['Poverty', 'Climate and nature', 'Storytelling as resistance']"
Gallipot Eyes,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/11043836-L.jpg,ol_author,,,gallipot eyes | elspeth huxley,11043836.0,gallipot eyes,elspeth huxley,,,"Gallipot Eyes 
Elspeth Huxley 
",200,"['Education and opportunity', 'Generosity', 'Resistance and struggle']"
Livingstone and his African journeys,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6774878-L.jpg,ol_author,,,livingstone and his african journeys | elspeth huxley,6774878.0,livingstone and his african journeys,elspeth huxley,,,"Livingstone and his African journeys 
Elspeth Huxley 
",201,"['Oppression', 'Generosity', 'Storytelling as resistance']"
The walled city,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/9692161-L.jpg,ol_author,,,the walled city | elspeth huxley,9692161.0,the walled city,elspeth huxley,,,"The walled city 
Elspeth Huxley 
",202,"['Urbanization', 'Education and opportunity', 'Resistance and struggle']"
Nine Faces of Kenya,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/12451903-L.jpg,ol_author,,,nine faces of kenya | elspeth huxley,12451903.0,nine faces of kenya,elspeth huxley,,,"Nine Faces of Kenya 
Elspeth Huxley 
",203,"['Generosity', 'Greed', 'Education and opportunity']"
Writing for Kenya,Henry Muoria,,,,,,,https://covers.openlibrary.org/b/id/8735966-L.jpg,ol_author,,,writing for kenya | henry muoria,8735966.0,writing for kenya,henry muoria,,,"Writing for Kenya 
Henry Muoria 
",204,"['Poverty', 'Wealth and materialism', 'Greed']"
"I, the Gikuyu, and the white fury",Henry Muoria,,,,,,,,ol_author,,,i the gikuyu and the white fury | henry muoria,,i the gikuyu and the white fury,henry muoria,,,"I, the Gikuyu, and the white fury 
Henry Muoria 
",205,"['Silence and voice', 'Fate and free will', 'Hope and despair']"
A dictionary of the Nandi language,Jane Tapsubei Creider,,,,,,,https://covers.openlibrary.org/b/id/9921065-L.jpg,ol_author,,,a dictionary of the nandi language | jane tapsubei creider,9921065.0,a dictionary of the nandi language,jane tapsubei creider,,,"A dictionary of the Nandi language 
Jane Tapsubei Creider 
",206,"['Indigenous knowledge', 'Language and identity', 'Power of language']"
The shrunken dream,Jane Tapsubei Creider,,,,,,,https://covers.openlibrary.org/b/id/9289508-L.jpg,ol_author,,,the shrunken dream | jane tapsubei creider,9289508.0,the shrunken dream,jane tapsubei creider,,,"The shrunken dream 
Jane Tapsubei Creider 
",207,"['Dreams and ambitions', 'Youth and unemployment', 'Folklore and oral traditions']"
Two lives,Jane Tapsubei Creider,,,,,,,https://covers.openlibrary.org/b/id/4107359-L.jpg,ol_author,,,two lives | jane tapsubei creider,4107359.0,two lives,jane tapsubei creider,,,"Two lives 
Jane Tapsubei Creider 
",208,"['Urbanization', 'Civic responsibility', 'Conflict in families']"
Juices,Jared Angira,,,,,,,,ol_author,,,juices | jared angira,,juices,jared angira,,,"Juices 
Jared Angira 
",209,"['Greed', 'Marriage and relationships', 'Silence and voice']"
The years go by,Jared Angira,,,,,,,,ol_author,,,the years go by | jared angira,,the years go by,jared angira,,,"The years go by 
Jared Angira 
",210,"['Greed', 'Post-independence struggles', 'Generational conflict']"
Soft corals,Jared Angira,,,,,,,,ol_author,,,soft corals | jared angira,,soft corals,jared angira,,,"Soft corals 
Jared Angira 
",211,"['Marriage and relationships', 'Hard work', 'Morality and ethics']"
Silent voices; poems,Jared Angira,,,,,,,,ol_author,,,silent voices; poems | jared angira,,silent voices poems,jared angira,,,"Silent voices; poems 
Jared Angira 
",212,"['Silence and voice', 'Storytelling as resistance', 'Folklore and oral traditions']"
Cascades,Jared Angira,,,,,,,https://covers.openlibrary.org/b/id/4408656-L.jpg,ol_author,,,cascades | jared angira,4408656.0,cascades,jared angira,,,"Cascades 
Jared Angira 
",213,"['Greed', 'Marriage and relationships', 'Fate and free will']"
Lament of the silent & other poems,Jared Angira,,,,,,,https://covers.openlibrary.org/b/id/4253530-L.jpg,ol_author,,,lament of the silent & other poems | jared angira,4253530.0,lament of the silent other poems,jared angira,,,"Lament of the silent & other poems 
Jared Angira 
",214,"['Silence and voice', 'Mental health', 'Conflict in families']"
Tides of time,Jared Angira,,,,,,,,ol_author,,,tides of time | jared angira,,tides of time,jared angira,,,"Tides of time 
Jared Angira 
",215,"['Fate and free will', 'Greed', 'Love and heartbreak']"
Mau Mau kizuizini ..,Josiah Mwangi Kariuki,,,,,,,https://covers.openlibrary.org/b/id/8345589-L.jpg,ol_author,,,mau mau kizuizini | josiah mwangi kariuki,8345589.0,mau mau kizuizini,josiah mwangi kariuki,,,"Mau Mau kizuizini .. 
Josiah Mwangi Kariuki 
",216,"['Wealth and materialism', 'Urban vs rural life', 'Marriage and relationships']"
JM Kariuki in Parliament,Josiah Mwangi Kariuki,,,,,,,https://covers.openlibrary.org/b/id/6881726-L.jpg,ol_author,,,jm kariuki in parliament | josiah mwangi kariuki,6881726.0,jm kariuki in parliament,josiah mwangi kariuki,,,"JM Kariuki in Parliament 
Josiah Mwangi Kariuki 
",217,"['Urban vs rural life', 'Bad governance', 'Trauma and healing']"
mau mau detainee ,josiah mwangi kariuki,,,,,,,,ol_author,,,mau mau detainee | josiah mwangi kariuki,,mau mau detainee,josiah mwangi kariuki,,,"mau mau detainee  
josiah mwangi kariuki 
",218,"['Trauma and healing', 'Wealth and materialism', 'Urban vs rural life']"
Child of happy valley,Juanita Carberry,,,,,,,,ol_author,,,child of happy valley | juanita carberry,,child of happy valley,juanita carberry,,,"Child of happy valley 
Juanita Carberry 
",219,"['Parent-child relationships', 'Conflict in families', 'Marriage and relationships']"
Letzte Tage in Kenia. Meine Kindheit in Afrika.,Juanita Carberry,,,,,,,https://covers.openlibrary.org/b/id/3233628-L.jpg,ol_author,,,letzte tage in kenia meine kindheit in afrika | juanita carberry,3233628.0,letzte tage in kenia meine kindheit in afrika,juanita carberry,,,"Letzte Tage in Kenia. Meine Kindheit in Afrika. 
Juanita Carberry 
",220,"['Urban vs rural life', 'Oppression', 'Wealth and materialism']"
Invisible,Kevin Mwachiro,,,,,,,,ol_author,,,invisible | kevin mwachiro,,invisible,kevin mwachiro,,,"Invisible 
Kevin Mwachiro 
",221,"['Loneliness and isolation', 'Silence and voice', 'Love and heartbreak']"
Boldly queer,Theo Sandfort,,,,,,,,ol_author,,,boldly queer | theo sandfort,,boldly queer,theo sandfort,,,"Boldly queer 
Theo Sandfort 
",222,"['Gender roles and feminism', 'Dreams and ambitions', 'Greed']"
The House of Rust,Khadija Abdalla Bajaber,,,,,,,https://covers.openlibrary.org/b/id/11134437-L.jpg,ol_author,,,the house of rust | khadija abdalla bajaber,11134437.0,the house of rust,khadija abdalla bajaber,,,"The House of Rust 
Khadija Abdalla Bajaber 
",223,"['Wealth and materialism', 'Indigenous knowledge', 'Conflict in families']"
Of pawns and players,Kinyanjui Kombani,,,,,,,,ol_author,,,of pawns and players | kinyanjui kombani,,of pawns and players,kinyanjui kombani,,,"Of pawns and players 
Kinyanjui Kombani 
",224,"['Folklore and oral traditions', 'Greed', 'Urban vs rural life']"
The last villains of Molo,Kinyanjui Kombani,,,,,,,,ol_author,,,the last villains of molo | kinyanjui kombani,,the last villains of molo,kinyanjui kombani,,,"The last villains of Molo 
Kinyanjui Kombani 
",225,"['Urban vs rural life', 'Folklore and oral traditions', 'Justice and injustice']"
We can be friends,Kinyanjui Kombani,,,,,,,,ol_author,,,we can be friends | kinyanjui kombani,,we can be friends,kinyanjui kombani,,,"We can be friends 
Kinyanjui Kombani 
",226,"['Community solidarity', 'Urban vs rural life', 'Migration and diaspora']"
Kifo kisimani,Kithaka wa Mberia,,,,,,,https://covers.openlibrary.org/b/id/15093178-L.jpg,ol_author,A play.,,kifo kisimani | kithaka wa mberia,15093178.0,kifo kisimani,kithaka wa mberia,,,"Kifo kisimani 
Kithaka wa Mberia 
",227,"['Wealth and materialism', 'Religion and spirituality', 'Bad governance']"
Bara jingine,Kithaka wa Mberia.,,,,,,,https://covers.openlibrary.org/b/id/12736380-L.jpg,ol_author,Poems.,,bara jingine | kithaka wa mberia,12736380.0,bara jingine,kithaka wa mberia,,,"Bara jingine 
Kithaka wa Mberia. 
",228,"['Bad governance', 'Urban vs rural life', 'Wealth and materialism']"
Flowers in the morning sun,Kithaka wa Mberia,,,,,,,,ol_author,,,flowers in the morning sun | kithaka wa mberia,,flowers in the morning sun,kithaka wa mberia,,,"Flowers in the morning sun 
Kithaka wa Mberia 
",229,"['Naming and symbolism', 'Wealth and materialism', 'Climate and nature']"
Mchezo wa karata,Kithaka wa Mberia.,,,,,,,,ol_author,Poems.,,mchezo wa karata | kithaka wa mberia,,mchezo wa karata,kithaka wa mberia,,,"Mchezo wa karata 
Kithaka wa Mberia. 
",230,"['Wealth and materialism', 'Community solidarity', 'Bad governance']"
Death at the well,Kithaka wa Mberia,,,,,,,,ol_author,,,death at the well | kithaka wa mberia,,death at the well,kithaka wa mberia,,,"Death at the well 
Kithaka wa Mberia 
",231,"['Trauma and healing', 'Bad governance', 'Cultural heritage']"
Msimu wa tisa,Kithaka wa Mberia.,,,,,,,,ol_author,Poems.,,msimu wa tisa | kithaka wa mberia,,msimu wa tisa,kithaka wa mberia,,,"Msimu wa tisa 
Kithaka wa Mberia. 
",232,"['Power of language', 'Community solidarity', 'Wealth and materialism']"
Natala,Kithaka wa Mberia.,,,,,,,,ol_author,A play.,,natala | kithaka wa mberia,,natala,kithaka wa mberia,,,"Natala 
Kithaka wa Mberia. 
",233,"['Wealth and materialism', 'Urban vs rural life', 'Bad governance']"
Maua kwenye jua la asubuhi,Kithaka wa Mberia.,,,,,,,,ol_author,A play.,,maua kwenye jua la asubuhi | kithaka wa mberia,,maua kwenye jua la asubuhi,kithaka wa mberia,,,"Maua kwenye jua la asubuhi 
Kithaka wa Mberia. 
",234,"['Bad governance', 'Wealth and materialism', 'Power of language']"
A game of cards,Kithaka wa Mberia,,,,,,,,ol_author,,,a game of cards | kithaka wa mberia,,a game of cards,kithaka wa mberia,,,"A game of cards 
Kithaka wa Mberia 
",235,"['Greed', 'Generosity', 'Cultural heritage']"
Another continent,Kithaka wa Mberia,,,,,,,,ol_author,,,another continent | kithaka wa mberia,,another continent,kithaka wa mberia,,,"Another continent 
Kithaka wa Mberia 
",236,"['Wealth and materialism', 'Migration and diaspora', 'Post-independence struggles']"
Redio na mwezi,Kithaka wa Mberia.,,,,,,,,ol_author,Poems.,,redio na mwezi | kithaka wa mberia,,redio na mwezi,kithaka wa mberia,,,"Redio na mwezi 
Kithaka wa Mberia. 
",237,"['Power of language', 'Community solidarity', 'Wealth and materialism']"
I refuse to die,Koigi wa Wamwere.,,,,,,,https://covers.openlibrary.org/b/id/846798-L.jpg,ol_author,"""I Refuse to Die is both the story of one gifted man who rose above the horrors of colonization, and an uncensored account of Kenya's blood-stained past. With determination born of suffering, Koigi wa Wamwere documents the brutality of the colonial years. He describes the physical and emotional abuse visited on his parents and others by the plundering British.

Tracing the roots of the Mau Mau rebellion and the strict curfews and violence of the colonial government, wa Wamwere follows the evolution and degeneration of Jomo Kenyatta and the rise of Daniel arap Moi. During those years, wa Wamwere began to speak out and fight for human rights. In 1979 he won a seat in the parliament, where he represented the economically depressed Nakuru district for three years. His history is infused with freedom songs of his people and revealing allegories born out of the Kenyan storytelling tradition.

As an activist, a journalist, and a member of the Kenyan parliament, wa Wamwere was framed and detained on three separate instances, spending thirteen years in prison, where he was tortured but not broken. His mother and other mothers led a hunger strike to free him and fellow political prisoners. Their efforts brought about a show trial where wa Wamwere was sentenced to four more years in prison and six strokes of the cane. Under such a sentence, others had died from abuse to body and spirit. But, buoyed by a growing chorus of international support, wa Wamwere refused his fate.

And lived not only to tell, but to fight on.""--BOOK JACKET.",,i refuse to die | koigi wa wamwere,846798.0,i refuse to die,koigi wa wamwere,,,"I refuse to die 
Koigi wa Wamwere. 
",238,"['Civic responsibility', 'Hope and despair', 'Religion and spirituality']"
A woman reborn,Koigi wa Wamwere.,,,,,,,,ol_author,,,a woman reborn | koigi wa wamwere,,a woman reborn,koigi wa wamwere,,,"A woman reborn 
Koigi wa Wamwere. 
",239,"['Civic responsibility', 'Wealth and materialism', 'Gender roles and feminism']"
"The people's representative and the tyrants, or, Kenya, independence without freedom",Koigi wa Wamwere.,,,,,,,,ol_author,,,the people s representative and the tyrants or kenya independence without freedom | koigi wa wamwere,,the people s representative and the tyrants or kenya independence without freedom,koigi wa wamwere,,,"The people's representative and the tyrants, or, Kenya, independence without freedom 
Koigi wa Wamwere. 
",240,"['Oppression', 'Bad governance', 'Wealth and materialism']"
Towards genocide in Kenya,Koigi wa Wamwere.,,,,,,,,ol_author,,,towards genocide in kenya | koigi wa wamwere,,towards genocide in kenya,koigi wa wamwere,,,"Towards genocide in Kenya 
Koigi wa Wamwere. 
",241,"['Oppression', 'Political violence', 'Wealth and materialism']"
