title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i
Race and politics in Kenya,Elspeth Huxley,,,,,1944.0,,https://covers.openlibrary.org/b/id/4482165-L.jpg,ol_author,,,race and politics in kenya | elspeth huxley,4482165.0
The sorcerer's apprentice,Elspeth Huxley,,,,,1948.0,,http://books.google.com/books/content?id=eg9XAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the sorcerer s apprentice | elspeth huxley,
A man from nowhere,Elspeth Huxley,,,,,1964.0,,https://covers.openlibrary.org/b/id/6943148-L.jpg,ol_author,"A portrait of the conservationalist and chronicler of colonial Kenya describes her childhood in east Africa and wartime Britain; marriage to Thomas Huxley; roles as a farmer, writer, and government advisor.",,a man from nowhere | elspeth huxley,6943148.0
Gallipot Eyes,Elspeth Huxley,,,,,1976.0,,https://covers.openlibrary.org/b/id/11043836-L.jpg,ol_author,"A portrait of the conservationalist and chronicler of colonial Kenya describes her childhood in east Africa and wartime Britain; marriage to Thomas Huxley; roles as a farmer, writer, and government advisor.",,gallipot eyes | elspeth huxley,11043836.0
Livingstone and his African journeys,Elspeth Huxley,,,,,1974.0,,https://covers.openlibrary.org/b/id/6774878-L.jpg,ol_author,,,livingstone and his african journeys | elspeth huxley,6774878.0
The walled city,Elspeth Huxley,,,,,1948.0,,https://covers.openlibrary.org/b/id/9692161-L.jpg,ol_author,"A portrait of the conservationalist and chronicler of colonial Kenya describes her childhood in east Africa and wartime Britain; marriage to Thomas Huxley; roles as a farmer, writer, and government advisor.",,the walled city | elspeth huxley,9692161.0
Nine Faces of Kenya,Elspeth Huxley,,,,,1990.0,,https://covers.openlibrary.org/b/id/12451903-L.jpg,ol_author,"In this marvelous anthology, Elspeth Huxley, our best and most popular writer on Africa, has drawn on her unparalleled knowledge of Kenya and its literature to present a fully rounded portrait of one of the most fascinating countries in the world. In nine sections focusing on exploration, travel, settlement, war, hunting, wildlife, environment, life-styles, and legend and poetry, using only first-hand accounts, she guides the reader through the story of Kenya from AD100 to the present with her characteristic candour and directness.",,nine faces of kenya | elspeth huxley,12451903.0
Mihiriga ya Agikuyu,Gakaara Wanjaũ,,,,,1967.0,,http://books.google.com/books/content?id=n85RgiXNhE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Number 6 includes cumulative main and added entry index for the monographs listed in that year.,,mihiriga ya agikuyu | gakaara wanjau,
"Agikuyu, Mau Mau na wiyathi =",Gakaara Wanjaũ,,,,,1971.0,,http://books.google.com/books/content?id=-P_DuLCj37IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Number 6 includes cumulative main and added entry index for the monographs listed in that year.,,agikuyu mau mau na wiyathi = | gakaara wanjau,
Writing for Kenya,Henry Muoria,,,,,2009.0,,https://covers.openlibrary.org/b/id/8735966-L.jpg,ol_author,"Henry Muoria (1914-97), self-taught journalist and pamphleteer, helped to inspire Kenya's nationalisms before Mau Mau. The pamphlets reproduced here, in Gikuyu and English, contrast his own originality with the conservatism of Jomo Kenyatta, Kenya's first President. The contributing editors introduce Muoria's political context, tell how three remarkable women sustained his families' life; and remember him as father. Courageous intellectual, political, and domestic life here intertwine.",,writing for kenya | henry muoria,8735966.0
"I, the Gikuyu, and the white fury",Henry Muoria,,,,,1994.0,,http://books.google.com/books/content?id=2QihzHSVNDYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,i the gikuyu and the white fury | henry muoria,
A dictionary of the Nandi language,Jane Tapsubei Creider,,,,,2001.0,,https://covers.openlibrary.org/b/id/9921065-L.jpg,ol_author,,,a dictionary of the nandi language | jane tapsubei creider,9921065.0
The shrunken dream,Jane Tapsubei Creider,,,,,1992.0,,https://covers.openlibrary.org/b/id/9289508-L.jpg,ol_author,"""Their world was three miles wide and fifteen miles long, a patch of rugged, rocky land along the upper slopes of Mt. Kamasai. At the foot of the mountain ran the Cheboiywa River, the boundary between the Nandi and Luyia. On the other side of the mountain, from Kapkeimur onwards, were European settlers and priests. But on the slopes of the mountain, in densest forest, the people of Kamasai lived completely cut off. The houses were built among the boulders. There were no grassy plains for cattle to graze on. The little grass they could obtain was found in gaps in the forest canopy where the trees allowed the sunlight to filter down. The produce of the women's vegetable gardens had to be shared with the monkeys that came from the forest around them. In this little world everyone knew every detail of everything that happened."" - from The Shrunken Dream",,the shrunken dream | jane tapsubei creider,9289508.0
Two lives,Jane Tapsubei Creider,,,,,1986.0,,https://covers.openlibrary.org/b/id/4107359-L.jpg,ol_author,,,two lives | jane tapsubei creider,4107359.0
Juices,Jared Angira,,,,,1970.0,,http://books.google.com/books/content?id=ywEKyvOO_S0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"The Columbia Guide to East African Literature in English Since 1945 challenges the conventional belief that the English-language literary traditions of East Africa are restricted to the former British colonies of Kenya, Uganda, and Tanzania. Instead, these traditions stretch far into such neighboring countries as Somalia and Ethiopia. Simon Gikandi and Evan Mwangi assemble a truly inclusive list of major writers and trends. They begin with a chronology of key historical events and an overview of the emergence and transformation of literary culture in the region. Then they provide an alphabetical list of major writers and brief descriptions of their concerns and achievements. Some of the writers discussed include the Kenyan novelists Grace Ogot and Ngugi wa Thiong'o, Ugandan poet and essayist Taban Lo Liyong, Ethiopian playwright and poet Tsegaye Gabre-Medhin, Tanzanian novelist and diplomat Peter Palangyo, Ethiopian novelist Berhane Mariam Sahle-Sellassie, and the novelist M. G. Vassanji, who portrays the Indian diaspora in Africa, Europe, and North America. Separate entries within this list describe thematic concerns, such as colonialism, decolonization, the black aesthetic, and the language question; the growth of genres like autobiography and popular literature; important movements like cultural nationalism and feminism; and the impact of major forces such as AIDS/HIV, Christian missions, and urbanization. Comprehensive and richly detailed, this guide offers a fresh perspective on the role of East Africa in the development of African and world literature in English and a new understanding of the historical, cultural, and geopolitical boundaries of the region.",,juices | jared angira,
The years go by,Jared Angira,,,,,1980.0,,http://books.google.com/books/content?id=Qm7RAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the years go by | jared angira,
Soft corals,Jared Angira,,,,,1973.0,,http://books.google.com/books/content?id=H-BAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,soft corals | jared angira,
Silent voices; poems,Jared Angira,,,,,1972.0,,http://books.google.com/books/content?id=Cn_jAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,silent voices; poems | jared angira,
Cascades,Jared Angira,,,,,1979.0,,https://covers.openlibrary.org/b/id/4408656-L.jpg,ol_author,,,cascades | jared angira,4408656.0
Lament of the silent & other poems,Jared Angira,,,,,2004.0,,https://covers.openlibrary.org/b/id/4253530-L.jpg,ol_author,,,lament of the silent & other poems | jared angira,4253530.0
Tides of time,Jared Angira,,,,,1996.0,,http://books.google.com/books/content?id=jbyl1Nxw664C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,tides of time | jared angira,
Mau Mau kizuizini ..,Josiah Mwangi Kariuki,,,,,1963.0,,https://covers.openlibrary.org/b/id/8345589-L.jpg,ol_author,"The Routledge Handbook of Translation and Memory serves as a timely and unique resource for the current boom in thinking around translation and memory. The Handbook offers a comprehensive overview of a contemporary, and as yet unconsolidated, research landscape with a four-section structure which encompasses both current debate and future trajectories. Twenty-four chapters written by leading and emerging international scholars provide a cross-sectional snapshot of the diverse angles of approach and case studies that have thus far driven research into translation and memory. A valuable, far-reaching range of theoretical, empirical, reflective, comparative, and archival approaches are brought to bear on translational sites of memory and mnemonic sites of translation through the examination of topics such as traumatic, postcolonial, cultural, literary, and translator memory. This Handbook is key reading for advanced undergraduates, postgraduates and researchers in translation studies, memory studies, and related areas.",,mau mau kizuizini | josiah mwangi kariuki,8345589.0
JM Kariuki in Parliament,Josiah Mwangi Kariuki,,,,,1975.0,,https://covers.openlibrary.org/b/id/6881726-L.jpg,ol_author,,,jm kariuki in parliament | josiah mwangi kariuki,6881726.0
mau mau detainee ,josiah mwangi kariuki,,,,,1963.0,,http://books.google.com/books/content?id=fDlyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,mau mau detainee | josiah mwangi kariuki,
Child of happy valley,Juanita Carberry,,,,,1999.0,,http://books.google.com/books/content?id=kjVyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"Juanita Carberry's story is a colourful and passionate memoir which reveals the darkness behind glittering White Mischief society. This story starts with her childhood in the 20s and 30s on a Kenyan coffee farm. Brought up by her father's black servants and white governesses, much of her time was spent riding and with the tame wild animals. This was the White Mischief era, when parents were busy partying and children lived their own hidden lives. But there was school to attend in Europe and later South Africa, a different establishment each year, where she struggled to speak English instead of Swahili. There was finishing school in Switzerland, and even in Kenya the less innocent adult life began to encroach on her African idyll. At fifteen she became involved in the Lord Erroll affair and is the only person to whom Delves Broughton confessed to the murder of Lord Erroll.",,child of happy valley | juanita carberry,
Letzte Tage in Kenia. Meine Kindheit in Afrika.,Juanita Carberry,,,,,2001.0,,https://covers.openlibrary.org/b/id/3233628-L.jpg,ol_author,"Who minds sleeping under a mosquito net when it's royally draped over the bed in a lush Kenyan, open-walled hut, fashioned from tree trunks and shielded from the sun by a sumptuous thatched roof? This selection of the most-splendid getaway havens nestled throughout the African continent is sure to please even the most finicky would-be voyagers. Photos.",,letzte tage in kenia meine kindheit in afrika | juanita carberry,3233628.0
Invisible,Kevin Mwachiro,,,,,2014.0,,,ol_author,,,invisible | kevin mwachiro,
Boldly queer,Theo Sandfort,,,,,2015.0,,http://books.google.com/books/content?id=d1gMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This book presents a new approach to the understanding of non-normative sexuality and gender transgressive modes in South Asia and South Asian diaspora. It reconceives sexual representation from the point of view of the theoretical, political and empirical trajectories of decolonization, provincialization and neoliberalism to look at the role of historical contingency, postcolonial sexual politics and gender and sexual diversity. The volume brings together anthropological, historical, material and political analyses around South Asian sexual politics by exploring a range of themes, including culture, class, ethnicity, identity, intersectionality, migration, borders, diaspora, modernity and cosmopolitanism across various local, regional and global contexts. By using southern/non-Western and subaltern theorizations of gender and sexuality, the book discusses South Asian sexualities through issues such as the sexual politics of indeterminacy; sexual subculture, iconography and political decision-making; religious identity; queer South Asian diaspora; decolonizing the postcolonial body; sexual politics, gender and feminist debates; discrimination, and socio-political violence; the political economy of empowerment; and critical appropriation of the 377 Indian Penal Code. It also builds forms of dialogues to bridge the gap between academic and development practitioners. With diverse case studies and a fresh theoretical framework, this book will be an essential read for scholars and researchers of South Asian studies, gender studies, sexuality studies, sociology and social anthropology, political studies, diaspora studies, postcolonial and global south studies.",,boldly queer | theo sandfort,
The House of Rust,Khadija Abdalla Bajaber,,,,,2021.0,,https://covers.openlibrary.org/b/id/11134437-L.jpg,ol_author,"The first Graywolf Press African Fiction Prize winner, a story of a girl’s fantastical sea voyage to rescue her father The House of Rust is an enchanting novel about a Hadhrami girl in Mombasa. When her fisherman father goes missing, Aisha takes to the sea on a magical boat made of a skeleton to rescue him. She is guided by a talking scholar’s cat (and soon crows, goats, and other animals all have their say, too). On this journey Aisha meets three terrifying sea monsters. After she survives a final confrontation with Baba wa Papa, the father of all sharks, she rescues her own father, and hopes that life will return to normal. But at home, things only grow stranger. Khadija Abdalla Bajaber’s debut is a magical realist coming-of-age tale told through the lens of the Swahili and diasporic Hadhrami culture in Mombasa, Kenya. Richly descriptive and written with an imaginative hand and sharp eye for unusual detail, The House of Rust is a memorable novel by a thrilling new voice.",,the house of rust | khadija abdalla bajaber,11134437.0
Of pawns and players,Kinyanjui Kombani,,,,,2018.0,,,ol_author,,,of pawns and players | kinyanjui kombani,
The last villains of Molo,Kinyanjui Kombani,,,,,2012.0,,http://books.google.com/books/content?id=3kPniXRocv4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Bone, Bomu, Bafu, Ngeta and Rock find themselves in Ngando slums having fled the ethic-based violence in Molo. With little to do, they engage in all maner of trade to eke out a living. The entry of Nancy - stylish sophisticated and shrewd - catapults them into a nightmare that leads to destitution, betrayal, desperation, revenge, friendship and lasting love. This is a story of a new generation that rises above the confines of hatred and retribution and reasserts the inherent goodness in man. Told against the background of the 1992 'tribal' clashes in Kenya, The Last Villains of Molo is one of the most critically acclaimed modern stories. It has been studied in five universities in Kenya and Germany, and is currently being scripted for film.",,the last villains of molo | kinyanjui kombani,
We can be friends,Kinyanjui Kombani,,,,,2007.0,,http://books.google.com/books/content?id=3kPniXRocv4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Bone, Bomu, Bafu, Ngeta and Rock find themselves in Ngando slums having fled the ethic-based violence in Molo. With little to do, they engage in all maner of trade to eke out a living. The entry of Nancy - stylish sophisticated and shrewd - catapults them into a nightmare that leads to destitution, betrayal, desperation, revenge, friendship and lasting love. This is a story of a new generation that rises above the confines of hatred and retribution and reasserts the inherent goodness in man. Told against the background of the 1992 'tribal' clashes in Kenya, The Last Villains of Molo is one of the most critically acclaimed modern stories. It has been studied in five universities in Kenya and Germany, and is currently being scripted for film.",,we can be friends | kinyanjui kombani,
Kifo kisimani,Kithaka wa Mberia,,,,,2001.0,,https://covers.openlibrary.org/b/id/15093178-L.jpg,ol_author,A play.,,kifo kisimani | kithaka wa mberia,15093178.0
Bara jingine,Kithaka wa Mberia.,,,,,2001.0,,https://covers.openlibrary.org/b/id/12736380-L.jpg,ol_author,Poems.,,bara jingine | kithaka wa mberia,12736380.0
Flowers in the morning sun,Kithaka wa Mberia,,,,,2011.0,,,ol_author,,,flowers in the morning sun | kithaka wa mberia,
Mchezo wa karata,Kithaka wa Mberia.,,,,,1997.0,,http://books.google.com/books/content?id=y5Q-mvlDYY8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,Poems.,,mchezo wa karata | kithaka wa mberia,
Death at the well,Kithaka wa Mberia,,,,,2011.0,,,ol_author,,,death at the well | kithaka wa mberia,
Msimu wa tisa,Kithaka wa Mberia.,,,,,2007.0,,http://books.google.com/books/content?id=160aAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Poems.,,msimu wa tisa | kithaka wa mberia,
Natala,Kithaka wa Mberia.,,,,,1997.0,,http://books.google.com/books/content?id=_936DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,A play.,,natala | kithaka wa mberia,
Maua kwenye jua la asubuhi,Kithaka wa Mberia.,,,,,2004.0,,http://books.google.com/books/content?id=y5Q-mvlDYY8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,A play.,,maua kwenye jua la asubuhi | kithaka wa mberia,
A game of cards,Kithaka wa Mberia,,,,,2011.0,,,ol_author,,,a game of cards | kithaka wa mberia,
Another continent,Kithaka wa Mberia,,,,,2011.0,,,ol_author,,,another continent | kithaka wa mberia,
Redio na mwezi,Kithaka wa Mberia.,,,,,2005.0,,http://books.google.com/books/content?id=7K0aAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Poems.,,redio na mwezi | kithaka wa mberia,
I refuse to die,Koigi wa Wamwere.,,,,,2002.0,,https://covers.openlibrary.org/b/id/846798-L.jpg,ol_author,"""I Refuse to Die is both the story of one gifted man who rose above the horrors of colonization, and an uncensored account of Kenya's blood-stained past. With determination born of suffering, Koigi wa Wamwere documents the brutality of the colonial years. He describes the physical and emotional abuse visited on his parents and others by the plundering British.

Tracing the roots of the Mau Mau rebellion and the strict curfews and violence of the colonial government, wa Wamwere follows the evolution and degeneration of Jomo Kenyatta and the rise of Daniel arap Moi. During those years, wa Wamwere began to speak out and fight for human rights. In 1979 he won a seat in the parliament, where he represented the economically depressed Nakuru district for three years. His history is infused with freedom songs of his people and revealing allegories born out of the Kenyan storytelling tradition.

As an activist, a journalist, and a member of the Kenyan parliament, wa Wamwere was framed and detained on three separate instances, spending thirteen years in prison, where he was tortured but not broken. His mother and other mothers led a hunger strike to free him and fellow political prisoners. Their efforts brought about a show trial where wa Wamwere was sentenced to four more years in prison and six strokes of the cane. Under such a sentence, others had died from abuse to body and spirit. But, buoyed by a growing chorus of international support, wa Wamwere refused his fate.

And lived not only to tell, but to fight on.""--BOOK JACKET.",,i refuse to die | koigi wa wamwere,846798.0
A woman reborn,Koigi wa Wamwere.,,,,,1980.0,,http://books.google.com/books/content?id=578vAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,a woman reborn | koigi wa wamwere,
"The people's representative and the tyrants, or, Kenya, independence without freedom",Koigi wa Wamwere.,,,,,1992.0,,http://books.google.com/books/content?id=Qz4_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the people s representative and the tyrants or kenya independence without freedom | koigi wa wamwere,
Towards genocide in Kenya,Koigi wa Wamwere.,,,,,2008.0,,http://books.google.com/books/content?id=_GYwAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,towards genocide in kenya | koigi wa wamwere,
Conscience on Trial: Why I Was Detained,Koigi Wa Wamwere,,,,,1988.0,,https://covers.openlibrary.org/b/id/13283236-L.jpg,ol_author,The case of Koigi wa Wamwere exemplifies the personal tragedy that is faced by democrats and activists in Africa.,,conscience on trial: why i was detained | koigi wa wamwere,13283236.0
Negative Ethnicity,Koigi Wa Wamwere,,,,,2011.0,,http://books.google.com/books/content?id=8duB0b-C1WAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"""Negative ethnicity"" is Koigi wa Wamwere’s name for the deep-seated tensions in Africa that the world has seen flare so terrifyingly. The genocide in Rwanda and ""ethnic"" killing in the Democratic Republic of Congo, Nigeria, and elsewhere stand out as examples. Wa Wamwere argues that these clashes cannot properly be described as ethnically motivated; ethnicity, a positive distinction, has nothing of the hatred here at work. Negative Ethnicity gives a new picture of the force behind untold deaths on the continent, dispelling the myth of an intractable conflict waged along simple, ancient lines. Negative Ethnicity explains the roots, colonial and pre-colonial, of the current ""ethnic"" tensions. It goes on to describe how, for most Africans, ethnic identity is ambiguous, and analyzes why that fact is obscured. The culprits are many: chronic poverty, a broken education system, preying dictators, corrupt officials, the colonial legacy of hate, the ongoing exploitation of the West. Negative Ethnicity is both a history and a manual for change, intended to introduce Westerners to the crisis and to give Africans a new understanding of it. Perhaps never before has the problem been addressed with such clarity and insight.",,negative ethnicity | koigi wa wamwere,
Justice on trial,Koigi wa Wamwere.,,,,,1997.0,,,ol_author,,,justice on trial | koigi wa wamwere,
Etnisitetsbomben,Koigi wa Wamwere.,,,,,2001.0,,http://books.google.com/books/content?id=ofUpAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,etnisitetsbomben | koigi wa wamwere,
Kenya,Koigi wa Wamwere,,,,,1989.0,,http://books.google.com/books/content?id=GkqHpbchWWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"An extraordinary account of how a laborer's son rose to challenge the power of despots, I Refuse to Die is both the autobiography of one gifted man who rose above the horrors of colonization, and an uncensored history of modern Kenya. The book is infused with the freedom songs of the Kenyan people, as well as dream prophecy and folk tales that are part of Kenya's rich storytelling tradition. Tracing the roots of the Mau Mau rebellion, wa Wamwere follows the evolution and degeneration of Jomo Kenyatta and the rise of Daniel arap Moi. In 1979, wa Wamwere won a seat in the parliament, where he represented the economically depressed Nakuru district for three years. An outspoken activist and journalist, wa Wamwere was framed and detained on three separate instances, spending thirteen years in prison, where he was tortured but not broken. His mother and others led a hunger strike to free him and fellow political prisoners. Their efforts brought about a show trial at which Koigi was sentenced to four more years in prison and ""six strokes of the cane,"" and escaped Kenya—and probably execution—only through the exertions of human rights groups and the government of Norway.",,kenya | koigi wa wamwere,
Dream of freedom,Koigi wa Wamwere.,,,,,1997.0,,http://books.google.com/books/content?id=sRggAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,dream of freedom | koigi wa wamwere,
Hjertets tårer,Koigi wa Wamwere.,,,,,2000.0,,http://books.google.com/books/content?id=o14iAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"In contrast to most studies of minority, majority relations, the author does not focus on minority groups but on the conventional wisdom of the politically dominant majority population. The essays cover a range of themes, from individualised identification and the struggle to achieve a 'sustainable self-image' to national belonging and 'race thinking'. She argues that social actors construct racial and national boundaries by drawing on everyday-life experiences. This is how racial prejudice can become 'plausible prejudice?'.",,hjertets tarer | koigi wa wamwere,
The Pretoria conspiracy,Lily Mabura,,,,,2000.0,,https://covers.openlibrary.org/b/id/2304861-L.jpg,ol_author,"The story is set in 1945 South Africa. Colonel Willem Stewart de Veer flies in the face of convention, and segregation, by marrying a coloured woman. His family disown him; but they meet again, this time on opposing sides in the political struggle. Willem Stewart must contend with the head of the de Veer family, Paulus de Veer, and a handful of tenacious supremacists in a tense clash of the personal and the political. Lily Mabura is a fiction and children's author who was born and lives in Kenya. Her children's book, Ali and the Little Sultan won the Jomo Kenyatta Prize for Literature. The Pretoria Conspiracy, her first novel, was awarded the (Kenyan) National Book Week Literary Award for the Best First Novel in 2001.",,the pretoria conspiracy | lily mabura,2304861.0
"Ali, the little suntan",Lily Mabura,,,,,1999.0,,http://books.google.com/books/content?id=m9zyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,ali the little suntan | lily mabura,
Saleh Kanta and the cavaliers,Lily Mabura,,,,,2005.0,,,ol_author,,,saleh kanta and the cavaliers | lily mabura,
Remembrance,Lily Mabura,,,,,2018.0,,http://books.google.com/books/content?id=6yDZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"Shortlisted for the 2010 Caine Prize for African Fiction. In this collection of short stories, award-winning author Lily Mabura explores a fascinating range of characters and tales from around the globe. Within these thirteen short stories, an artist mourns for their brother who died fighting in Bosnia, a restless young woman discovers the possibility of life outside of her tight-knit community, and an unemployed lawyer lingers in a Kenyan hospital. Her first collection of short stories, Lily Mabura offers a thought-provoking and evocative glimpse into the diverse lives we lead and the stories we have to tell. 'Mabura writes with precision and clarity, imagination and a deep particularity.' Greer Chesher",,remembrance | lily mabura,
How Shall We Kill The Bishop And Other Stories,Lily Mabura,,,,,2012.0,,https://covers.openlibrary.org/b/id/7656327-L.jpg,ol_author,"An artist in mourning for a brother who died fighting in Bosnia, a restless young woman alerted to the possibility of life outside her tight knit community, an unemployed lawyer lingering in a Kenyan hospital - Lily Mabura's first collection of short stories deals with characters whose fates fascinate and alarm. Set in Kenya, the USA, Namibia and the Congo, these brief, evocative tales demonstrate an acute sensitivity to the globalised trajectories which increasingly distinguish our world. One of Kenya's most promising authors, Lily Mabura's story 'How Shall We Kill the Bishop?' was shortlisted for the 2010 Caine Prize for African Fiction",,how shall we kill the bishop and other stories | lily mabura,7656327.0
Favour the Game Changer,Lucy Natasha,,,,,2019.0,,http://books.google.com/books/content?id=BxqwzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"May books have been written but FAVOUR! THE GAME CHANGER is like no other. It is a compilation of the key principles that are responsible for attracting divine favour in the life of an individual.It has been said that a brief moment with favor is worth more than a thaousand days of labour. As you fly on the wings of devine favor, you will experience: - . Supernatural speed and progress, . Unparalleled opportunities and open doors, . Unexplainable goodness and favor, . Undeserved victories and triumphs.",,favour the game changer | lucy natasha,
Every Problem Has an Expiry Date!,Lucy Natasha,,,,,2019.0,,http://books.google.com/books/content?id=8l0mzwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"Though your problem is lasting, it is not everlasting. Where people put a fullstop, God begins a new sentence.Success in life is brought by your ability to recognise that when problem come your way, you are to rise above them, be stronger than them and choose to use the storm to soar higher and higher.Indeed Every Problem Has An Expiry Day! Be encouraged as you read through the pages of this book because your condition is not your conclusion.",,every problem has an expiry date! | lucy natasha,
Before You Say I Do,Lucy Natasha,,,,,2018.0,,http://books.google.com/books/content?id=yQTaDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This Handbook provides a robust collection of vibrant discourses on African social ethics and ethical practices. It focuses on how the ethical thoughts of Africans are forged within the context of everyday life, and how in turn ethical and philosophical thoughts inform day-to-day living. The essays frame ethics as a historical phenomenon best examined as a historical movement, the dynamic ethos of a people, rather than as a theoretical construct. It thereby offers a bold, incisive, and fresh interpretation of Africa’s ethical life and thought.",,before you say i do | lucy natasha,
Gods Leading Lady,Rev. Lucy Natasha,,,,,2018.0,,https://covers.openlibrary.org/b/id/9178734-L.jpg,ol_author,"Rev. Lucy Natasha delves into the lives of eight Bible women who walked in God's special fa-vour that ushered them into positions of honour, obtained mercy that made them whole, received wisdom and excelled in leadership roles, experienced joy unspeakable because of God's promises being fulfilled in their lives. Amongst us are women battling with fears, insecurities, ailments, shame and all manner of misfortunes but just like these eight women, God's grace has been made available and their testimonies can as well be replicated in the life of Jackie, Stella, Amanda or the girl next door. Christ, our Kinsman Redeemer awaits with arms wide open to offer victory, restoration and a new life. Rev. Natasha ministers encouragement and hope to every woman and man who is caught up in the web of lies that satan often throws around with the intention of robbing God's children of their Kingdom identity and destiny. Every chapter in God's Leading Lady emphasises the fact that God cannot be limited or hindered by age, race or social status. He can use anyone who is obedi-ent and fully surrendered to walk in the pathways of His perfect will. Spread across the pages of this book is a message of Jehovah's limitless power, enduring faithfulness and sufficient grace that should inspire us to arise and shine because our light has come. Sons of God, the whole creation is yearning and groaning for your manifestation!",,gods leading lady | rev lucy natasha,9178734.0
Touching Heaven Through Prayer,Rev Lucy Natasha,,,,,2018.0,,http://books.google.com/books/content?id=xn0ltQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"Touching Heaven Through Prayer is based on the authors personal experience of embracing a closer walk with God through prayer. In the book you will discover the secrets of a prayer warrior. 1. God's promises are idle until men claim them through earnest prayer 2. Prayer is an indication of your spiritual life and vitality 3. When prayers are answered, it increases your faith, when answers are delayed it increases your patience and when prayers are not answered God has a better thing for you. 4. You see more on your Knees than on your feet 5. Prayer is a sin killer, a power bringer, a victory giver, a holiness promoter, a dispute solver, an obstacle remover and Christ revealer.",,touching heaven through prayer | rev lucy natasha,
A girl cannot go on laughing all the time,Magaga Alot,,,,,1975.0,,http://books.google.com/books/content?id=Im7RAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,a girl cannot go on laughing all the time | magaga alot,
People and communication in Kenya,Magaga Alot,,,,,1982.0,,http://books.google.com/books/content?id=LvpCAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,people and communication in kenya | magaga alot,
Heat of the moment,Magaga Alot,,,,,1978.0,,http://books.google.com/books/content?id=UmTRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,heat of the moment | magaga alot,
Daughter of state,Magaga Alot,,,,,1999.0,,http://books.google.com/books/content?id=MEYgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,daughter of state | magaga alot,
East African integration,Magaga Alot,,,,,2010.0,,http://books.google.com/books/content?id=lo62AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,east african integration | magaga alot,
Caine Prize for African Writing 2018,Olufunke Ogundimu,,,,,2018.0,,http://books.google.com/books/content?id=3yuKswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"This collection brings together the five 2018 shortlisted stories, along with stories written at the Caine Prize Writers' Workshop, taking place April 2018.",,caine prize for african writing 2018 | olufunke ogundimu,
