title,author,theme_name
Whose mind is it anyway?,Marjorie Wallace,Education and opportunity
Work,Donald Ray Pollock,Hard work
Work,Donald Ray Pollock,Storytelling as resistance
Work,Donald Ray Pollock,Resource exploitation
The NGO Factor in Africa,Maurice Amutabi,Poverty
The NGO Factor in Africa,Maurice Amutabi,Bad governance
The NGO Factor in Africa,Maurice Amutabi,Greed
Regime Change and Succession Politics in Africa,Maurice N. Amutabi,Bad governance
Regime Change and Succession Politics in Africa,Maurice N. Amutabi,Poverty
Regime Change and Succession Politics in Africa,Maurice N. Amutabi,Greed
Palgrave Handbook of Contemporary Kenya,Wanjala S. Nasong'o,Bad governance
Palgrave Handbook of Contemporary Kenya,Wanjala S. Nasong'o,Wealth and materialism
Palgrave Handbook of Contemporary Kenya,Wanjala S. Nasong'o,Environmental conservation
Palgrave Handbook of Kenyan History,Wanjala S. Nasong'o,Wealth and materialism
Palgrave Handbook of Kenyan History,Wanjala S. Nasong'o,Bad governance
Palgrave Handbook of Kenyan History,Wanjala S. Nasong'o,Marriage and relationships
Foundations of adult education in Africa,Fredrick Nafukho,Wealth and materialism
Foundations of adult education in Africa,Fredrick Nafukho,Oppression
Foundations of adult education in Africa,Fredrick Nafukho,Bad governance
Africa after Fifty Years,Toyin Falola,Ethnic diversity
Africa after Fifty Years,Toyin Falola,Wealth and materialism
Africa after Fifty Years,Toyin Falola,Poverty
Palgrave Handbook of Kenya and Its History,Shadrack Wanjala Nasong'o,Bad governance
Palgrave Handbook of Kenya and Its History,Shadrack Wanjala Nasong'o,Wealth and materialism
Palgrave Handbook of Kenya and Its History,Shadrack Wanjala Nasong'o,Environmental conservation
Palgrave Handbook of Contemporary Kenya,Shadrack Wanjala Nasong'o,Bad governance
Palgrave Handbook of Contemporary Kenya,Shadrack Wanjala Nasong'o,Wealth and materialism
Palgrave Handbook of Contemporary Kenya,Shadrack Wanjala Nasong'o,Environmental conservation
The bushtrackers,Meja Mwangi,Bad governance
The bushtrackers,Meja Mwangi,Identity crisis
The bushtrackers,Meja Mwangi,Community solidarity
"The Last Plague (Vitabu Vya Nyota Series, 2)",Meja Mwangi,Urban vs rural life
"The Last Plague (Vitabu Vya Nyota Series, 2)",Meja Mwangi,Trauma and healing
"The Last Plague (Vitabu Vya Nyota Series, 2)",Meja Mwangi,Migration and diaspora
Cockroach Dance,Meja Mwangi,Power of language
Cockroach Dance,Meja Mwangi,Conflict in families
Cockroach Dance,Meja Mwangi,Marriage and relationships
Baba Pesa,Meja Mwangi,Bad governance
Baba Pesa,Meja Mwangi,Power of language
Baba Pesa,Meja Mwangi,Identity crisis
The last plague,Meja Mwangi,Trauma and healing
The last plague,Meja Mwangi,Good vs evil
The last plague,Meja Mwangi,Urban vs rural life
The return of Shaka,Meja Mwangi,Bad governance
The return of Shaka,Meja Mwangi,Fate and free will
The return of Shaka,Meja Mwangi,Migration and diaspora
Boy Gift,Meja Mwangi,Parent-child relationships
Boy Gift,Meja Mwangi,Marriage and relationships
Boy Gift,Meja Mwangi,Urban vs rural life
Striving for the wind,Meja Mwangi,Climate and nature
Striving for the wind,Meja Mwangi,Environmental conservation
Striving for the wind,Meja Mwangi,Urban vs rural life
Mama Dudu,Meja Mwangi,Community solidarity
Mama Dudu,Meja Mwangi,Post-independence struggles
Mama Dudu,Meja Mwangi,Power of language
Crossroads,Meja Mwangi,Community solidarity
Crossroads,Meja Mwangi,Identity crisis
Crossroads,Meja Mwangi,Hope and despair
Trial of Dedan Kimathi,Ngũgĩ wa Thiongʼo,Bad governance
Trial of Dedan Kimathi,Ngũgĩ wa Thiongʼo,Justice and injustice
Trial of Dedan Kimathi,Ngũgĩ wa Thiongʼo,Oppression
Visions of Africa,Mĩcere Gĩthae Mũgo,Dreams and ambitions
Visions of Africa,Mĩcere Gĩthae Mũgo,Greed
Visions of Africa,Mĩcere Gĩthae Mũgo,Wealth and materialism
"African orature and human rights in Gikuyu, Shona, and Ndebele zamani cultures",Mĩcere Gĩthae Mũgo,Oppression
"African orature and human rights in Gikuyu, Shona, and Ndebele zamani cultures",Mĩcere Gĩthae Mũgo,Ethnic diversity
"African orature and human rights in Gikuyu, Shona, and Ndebele zamani cultures",Mĩcere Gĩthae Mũgo,Poverty
The long illness of ex-Chief Kiti,Mĩcere Gĩthae Mũgo,Trauma and healing
The long illness of ex-Chief Kiti,Mĩcere Gĩthae Mũgo,Conflict in families
The long illness of ex-Chief Kiti,Mĩcere Gĩthae Mũgo,Dreams and ambitions
African orature and human rights,Mĩcere Gĩthae Mũgo,Oppression
African orature and human rights,Mĩcere Gĩthae Mũgo,Poverty
African orature and human rights,Mĩcere Gĩthae Mũgo,Environmental conservation
"Daughter of my people, sing!",Mĩcere Gĩthae Mũgo,Community solidarity
"Daughter of my people, sing!",Mĩcere Gĩthae Mũgo,Dreams and ambitions
"Daughter of my people, sing!",Mĩcere Gĩthae Mũgo,Parent-child relationships
"Muthoni wa Kirima, Mau Mau woman field marshal",Mĩcere Gĩthae Mũgo,Wealth and materialism
"Muthoni wa Kirima, Mau Mau woman field marshal",Mĩcere Gĩthae Mũgo,Gender roles and feminism
"Muthoni wa Kirima, Mau Mau woman field marshal",Mĩcere Gĩthae Mũgo,Marriage and relationships
Imperative of Utu / Ubuntu in Africana Scholarship,Mĩcere Gĩthae Mũgo,Poverty
Imperative of Utu / Ubuntu in Africana Scholarship,Mĩcere Gĩthae Mũgo,Community solidarity
Imperative of Utu / Ubuntu in Africana Scholarship,Mĩcere Gĩthae Mũgo,Wealth and materialism
Writing and speaking from the heart of my mind,Mĩcere Gĩthae Mũgo,Dreams and ambitions
Writing and speaking from the heart of my mind,Mĩcere Gĩthae Mũgo,Religion and spirituality
Writing and speaking from the heart of my mind,Mĩcere Gĩthae Mũgo,Power of language
Art of Resistance,Mĩcere Gĩthae Mũgo,Resistance and struggle
Art of Resistance,Mĩcere Gĩthae Mũgo,Storytelling as resistance
Art of Resistance,Mĩcere Gĩthae Mũgo,Colonialism and resistance
Feminism and War,Judy Rohrer,Gender roles and feminism
Feminism and War,Judy Rohrer,Oppression
Feminism and War,Judy Rohrer,Political violence
The boy in between,Miriam Khamadi Were,Parent-child relationships
The boy in between,Miriam Khamadi Were,Conflict in families
The boy in between,Miriam Khamadi Were,Gender roles and feminism
The high school gent,Miriam Khamadi Were,Gender roles and feminism
The high school gent,Miriam Khamadi Were,Wealth and materialism
The high school gent,Miriam Khamadi Were,Parent-child relationships
The eighth wife,Miriam Khamadi Were,Conflict in families
The eighth wife,Miriam Khamadi Were,Marriage and relationships
The eighth wife,Miriam Khamadi Were,Gender roles and feminism
Your heart is my altar,Miriam Khamadi Were,Religion and spirituality
Your heart is my altar,Miriam Khamadi Were,Naming and symbolism
Your heart is my altar,Miriam Khamadi Were,Morality and ethics
Your heart is my heart,Miriam Khamadi Were,Morality and ethics
Your heart is my heart,Miriam Khamadi Were,Religion and spirituality
Your heart is my heart,Miriam Khamadi Were,Naming and symbolism
A nurse with a song,Miriam Khamadi Were,Trauma and healing
A nurse with a song,Miriam Khamadi Were,Wealth and materialism
A nurse with a song,Miriam Khamadi Were,Gender roles and feminism
Organization and management of community-based health care,Miriam Khamadi Were,Community solidarity
Organization and management of community-based health care,Miriam Khamadi Were,Gender roles and feminism
Organization and management of community-based health care,Miriam Khamadi Were,Family unity
Research notes,Miriam Khamadi Were,Wealth and materialism
Research notes,Miriam Khamadi Were,Morality and ethics
Research notes,Miriam Khamadi Were,Resource exploitation
The wrong kind of girl,Monica Genya,Bad governance
The wrong kind of girl,Monica Genya,Silence and voice
The wrong kind of girl,Monica Genya,Morality and ethics
The other side of love,Monica Genya,Silence and voice
The other side of love,Monica Genya,Morality and ethics
The other side of love,Monica Genya,Love and heartbreak
Shifting sands,Moraa Gitaa,Migration and diaspora
Shifting sands,Moraa Gitaa,Wealth and materialism
Shifting sands,Moraa Gitaa,Marriage and relationships
The shark attack,Moraa Gitaa,Political violence
The shark attack,Moraa Gitaa,Hard work
The shark attack,Moraa Gitaa,Marriage and relationships
Take Nothing with You,Skeeter Wilson,Silence and voice
Take Nothing with You,Skeeter Wilson,Fate and free will
Take Nothing with You,Skeeter Wilson,Religion and spirituality
Fighting Without Ceasing,Muthoni Likimani,Poverty
Fighting Without Ceasing,Muthoni Likimani,Justice and injustice
Fighting Without Ceasing,Muthoni Likimani,Political violence
They Shall Be Chastised,Muthoni Likimani,Justice and injustice
They Shall Be Chastised,Muthoni Likimani,Poverty
They Shall Be Chastised,Muthoni Likimani,Hope and despair
What does a man want?,Muthoni Likimani,Poverty
What does a man want?,Muthoni Likimani,Gender roles and feminism
What does a man want?,Muthoni Likimani,Dreams and ambitions
Passbook number F.47927,Muthoni Likimani,Bad governance
Passbook number F.47927,Muthoni Likimani,Justice and injustice
Passbook number F.47927,Muthoni Likimani,Silence and voice
Crafty Chameleon,Mwenye Hadithi.,Language and identity
Crafty Chameleon,Mwenye Hadithi.,Urban vs rural life
Crafty Chameleon,Mwenye Hadithi.,Agriculture and food security
Greedy zebra,Mwenye Hadithi.,Oppression
Greedy zebra,Mwenye Hadithi.,Poverty
Greedy zebra,Mwenye Hadithi.,Greed
Hot Hippo,Mwenye Hadithi.,Urban vs rural life
Hot Hippo,Mwenye Hadithi.,Hard work
Hot Hippo,Mwenye Hadithi.,Love and heartbreak
Lazy lion,Mwenye Hadithi.,Laziness
Lazy lion,Mwenye Hadithi.,Poverty
Lazy lion,Mwenye Hadithi.,Oppression
Baby baboon,Mwenye Hadithi.,Parent-child relationships
Baby baboon,Mwenye Hadithi.,Post-independence struggles
Baby baboon,Mwenye Hadithi.,Urban vs rural life
Hungry Hyena,Mwenye Hadithi.,Urban vs rural life
Hungry Hyena,Mwenye Hadithi.,Agriculture and food security
Hungry Hyena,Mwenye Hadithi.,Gender roles and feminism
Tricky Tortoise,Mwenye Hadithi.,Morality and ethics
Tricky Tortoise,Mwenye Hadithi.,Hard work
Tricky Tortoise,Mwenye Hadithi.,Poverty
Laughing Giraffe,Mwenye Hadithi,Power of language
Laughing Giraffe,Mwenye Hadithi,Morality and ethics
Laughing Giraffe,Mwenye Hadithi,Conflict in families
Lazy Lion (Picture Knight),Mwenye Hadithi.,Hard work
Lazy Lion (Picture Knight),Mwenye Hadithi.,Folklore and oral traditions
Lazy Lion (Picture Knight),Mwenye Hadithi.,Fate and free will
Cong ming de bian se long,Mwenye Hadithi,Post-independence struggles
Cong ming de bian se long,Mwenye Hadithi,Urban vs rural life
Cong ming de bian se long,Mwenye Hadithi,Community solidarity
Handsome Hog (African Animal Tales),Mwenye Hadithi,Folklore and oral traditions
Handsome Hog (African Animal Tales),Mwenye Hadithi,Ethnic diversity
Handsome Hog (African Animal Tales),Mwenye Hadithi,Marriage and relationships
African Animal Tales,Mwenye Hadithi,Folklore and oral traditions
African Animal Tales,Mwenye Hadithi,Indigenous knowledge
African Animal Tales,Mwenye Hadithi,Poverty
Gardening in East Africa,Mwenye Hadithi,Climate and nature
Gardening in East Africa,Mwenye Hadithi,Agriculture and food security
Gardening in East Africa,Mwenye Hadithi,Environmental conservation
Baby Baboon (Picture Knight),Mwenye Hadithi.,Parent-child relationships
Baby Baboon (Picture Knight),Mwenye Hadithi.,Urban vs rural life
Baby Baboon (Picture Knight),Mwenye Hadithi.,Trauma and healing
Crafty Chameleon (Picture Knight),Mwenye Hadithi.,Urban vs rural life
Crafty Chameleon (Picture Knight),Mwenye Hadithi.,Trauma and healing
Crafty Chameleon (Picture Knight),Mwenye Hadithi.,Parent-child relationships
Greedy Zebra (Picture Knight),Mwenye Hadithi.,Oppression
Greedy Zebra (Picture Knight),Mwenye Hadithi.,Greed
Greedy Zebra (Picture Knight),Mwenye Hadithi.,Urban vs rural life
Hot Hippo (Picture Knight),Mwenye Hadithi.,Urban vs rural life
Hot Hippo (Picture Knight),Mwenye Hadithi.,Hard work
Hot Hippo (Picture Knight),Mwenye Hadithi.,Justice and injustice
Hungry Hyena (Picture Knight),Mwenye Hadithi.,Urban vs rural life
Hungry Hyena (Picture Knight),Mwenye Hadithi.,Agriculture and food security
Hungry Hyena (Picture Knight),Mwenye Hadithi.,Fate and free will
The Rise of the African Novel,Mũkoma wa Ngũgĩ,Wealth and materialism
The Rise of the African Novel,Mũkoma wa Ngũgĩ,Greed
The Rise of the African Novel,Mũkoma wa Ngũgĩ,Poverty
Conversing With Africa,Mũkoma wa Ngũgĩ,Wealth and materialism
Conversing With Africa,Mũkoma wa Ngũgĩ,Power of language
Conversing With Africa,Mũkoma wa Ngũgĩ,Ethnic diversity
Unbury Our Dead with Song,Mũkoma wa Ngũgĩ,Community solidarity
Unbury Our Dead with Song,Mũkoma wa Ngũgĩ,Wealth and materialism
Unbury Our Dead with Song,Mũkoma wa Ngũgĩ,Bad governance
Logotherapy,Mũkoma wa Ngũgĩ,Wealth and materialism
Logotherapy,Mũkoma wa Ngũgĩ,Trauma and healing
Logotherapy,Mũkoma wa Ngũgĩ,Bad governance
Mrs. Shaw,Mũkoma wa Ngũgĩ,Wealth and materialism
Mrs. Shaw,Mũkoma wa Ngũgĩ,Bad governance
Mrs. Shaw,Mũkoma wa Ngũgĩ,Gender roles and feminism
Killing Sahara,Mũkoma wa Ngũgĩ,Wealth and materialism
Killing Sahara,Mũkoma wa Ngũgĩ,Greed
Killing Sahara,Mũkoma wa Ngũgĩ,Bad governance
Voices from my clan,Mũkoma wa Ngũgĩ,Silence and voice
Voices from my clan,Mũkoma wa Ngũgĩ,Community solidarity
Voices from my clan,Mũkoma wa Ngũgĩ,Power of language
Strange and Difficult Times,Nanjala Nyabola,Dreams and ambitions
Strange and Difficult Times,Nanjala Nyabola,Marriage and relationships
Strange and Difficult Times,Nanjala Nyabola,Bad governance
Digital Identities and Border Cultures,Nanjala Nyabola,Ethnic diversity
Digital Identities and Border Cultures,Nanjala Nyabola,Wealth and materialism
Digital Identities and Border Cultures,Nanjala Nyabola,Indigenous knowledge
"Digital Democracy, Analogue Politics",Nanjala Nyabola,Bad governance
"Digital Democracy, Analogue Politics",Nanjala Nyabola,Political violence
"Digital Democracy, Analogue Politics",Nanjala Nyabola,Post-independence struggles
City Murders,Nducu wa Ngugi,Urbanization
City Murders,Nducu wa Ngugi,Urban vs rural life
City Murders,Nducu wa Ngugi,Political violence
Blue mothertongue,Ngwatilo Mawiyoo,Parent-child relationships
Blue mothertongue,Ngwatilo Mawiyoo,Community solidarity
Blue mothertongue,Ngwatilo Mawiyoo,Conflict in families
I will marry when I want,Ngũgĩ wa Thiongʼo,Conflict in families
I will marry when I want,Ngũgĩ wa Thiongʼo,Urban vs rural life
I will marry when I want,Ngũgĩ wa Thiongʼo,Power of language
Community based theatre skills,Ngũgĩ wa Mĩriĩ,Community solidarity
Community based theatre skills,Ngũgĩ wa Mĩriĩ,Urbanization
Community based theatre skills,Ngũgĩ wa Mĩriĩ,Indigenous knowledge
Njamba Nene and the flying bus,Ngũgĩ wa Thiongʼo,Bad governance
Njamba Nene and the flying bus,Ngũgĩ wa Thiongʼo,Urban vs rural life
Njamba Nene and the flying bus,Ngũgĩ wa Thiongʼo,Dreams and ambitions
African Short Stories,Chinua Achebe,Resource exploitation
African Short Stories,Chinua Achebe,Folklore and oral traditions
African Short Stories,Chinua Achebe,Indigenous knowledge
Caitaani mũtharaba-inĩ,Ngũgĩ wa Thiongʼo,Oppression
Caitaani mũtharaba-inĩ,Ngũgĩ wa Thiongʼo,Wealth and materialism
Caitaani mũtharaba-inĩ,Ngũgĩ wa Thiongʼo,Bad governance
Matigari,Ngũgĩ wa Thiongʼo,Wealth and materialism
Matigari,Ngũgĩ wa Thiongʼo,Environmental conservation
Matigari,Ngũgĩ wa Thiongʼo,Oppression
In the house of the interpreter,Ngũgĩ wa Thiongʼo,Oppression
In the house of the interpreter,Ngũgĩ wa Thiongʼo,Power of language
In the house of the interpreter,Ngũgĩ wa Thiongʼo,Civic responsibility
Dreams in a Time of War,Ngũgĩ wa Thiongʼo,Dreams and ambitions
Dreams in a Time of War,Ngũgĩ wa Thiongʼo,Political violence
Dreams in a Time of War,Ngũgĩ wa Thiongʼo,Wealth and materialism
Perfect Nine,Ngũgĩ wa Thiongʼo,Power of language
Perfect Nine,Ngũgĩ wa Thiongʼo,Post-independence struggles
Perfect Nine,Ngũgĩ wa Thiongʼo,Religion and spirituality
Birth of a dream weaver,Ngũgĩ wa Thiongʼo,Dreams and ambitions
Birth of a dream weaver,Ngũgĩ wa Thiongʼo,Wealth and materialism
Birth of a dream weaver,Ngũgĩ wa Thiongʼo,Post-independence struggles
Njamba Nene's pistol,Ngũgĩ wa Thiongʼo,Dreams and ambitions
Njamba Nene's pistol,Ngũgĩ wa Thiongʼo,Wealth and materialism
Njamba Nene's pistol,Ngũgĩ wa Thiongʼo,Parent-child relationships
To Africa with a dream,Olga Marlin,Dreams and ambitions
To Africa with a dream,Olga Marlin,Silence and voice
To Africa with a dream,Olga Marlin,Youth and unemployment
Con un sueño en África,Olga Marlin ,Poverty
Con un sueño en África,Olga Marlin ,Wealth and materialism
Con un sueño en África,Olga Marlin ,Justice and injustice
Wealth not income,Olubayi Olubayi,Poverty
Wealth not income,Olubayi Olubayi,Bad governance
Wealth not income,Olubayi Olubayi,Greed
Education for a Better World,Olubayi Olubayi,Bad governance
Education for a Better World,Olubayi Olubayi,Education and opportunity
Education for a Better World,Olubayi Olubayi,Oppression
Kaburi bila msalaba,P. M. Kareithi,Bad governance
Kaburi bila msalaba,P. M. Kareithi,Religion and spirituality
Kaburi bila msalaba,P. M. Kareithi,Cultural heritage
The broken pot,P. M. Kareithi,Greed
The broken pot,P. M. Kareithi,Religion and spirituality
The broken pot,P. M. Kareithi,Trauma and healing
Devil's own,P. M. Kareithi,Greed
Devil's own,P. M. Kareithi,Religion and spirituality
Devil's own,P. M. Kareithi,Bad governance
Guide to politics in Mbiri,P. M. Kareithi,Bad governance
Guide to politics in Mbiri,P. M. Kareithi,Political violence
Guide to politics in Mbiri,P. M. Kareithi,Wealth and materialism
The maize plant,P. M. Kareithi,Agriculture and food security
The maize plant,P. M. Kareithi,Indigenous knowledge
The maize plant,P. M. Kareithi,Wealth and materialism
Kenya's Uncertain Democracy,Peter Kagwanja,Bad governance
Kenya's Uncertain Democracy,Peter Kagwanja,Greed
Kenya's Uncertain Democracy,Peter Kagwanja,Wealth and materialism
An encumbered regional power?,Peter Kagwanja,Bad governance
An encumbered regional power?,Peter Kagwanja,Wealth and materialism
An encumbered regional power?,Peter Kagwanja,Ethnic diversity
Kiraitu Murungi,Peter Kagwanja,Wealth and materialism
Kiraitu Murungi,Peter Kagwanja,Urban vs rural life
Kiraitu Murungi,Peter Kagwanja,Bad governance
Eye on the nation,Peter Kagwanja,Bad governance
Eye on the nation,Peter Kagwanja,Loneliness and isolation
Eye on the nation,Peter Kagwanja,Wealth and materialism
Paving Africa's silk road,Peter Kagwanja,Wealth and materialism
Paving Africa's silk road,Peter Kagwanja,Greed
Paving Africa's silk road,Peter Kagwanja,Bad governance
The African challenge,Philip Ndegwa,Ethnic diversity
The African challenge,Philip Ndegwa,Political violence
The African challenge,Philip Ndegwa,Poverty
The common market and development in East Africa,Philip Ndegwa,Greed
The common market and development in East Africa,Philip Ndegwa,Bad governance
The common market and development in East Africa,Philip Ndegwa,Poverty
Africa's Development Crisis and Related International Issues,Philip Ndegwa,Bad governance
Africa's Development Crisis and Related International Issues,Philip Ndegwa,Post-independence struggles
Africa's Development Crisis and Related International Issues,Philip Ndegwa,Greed
Africa to 2000 and beyond,Philip Ndegwa,Ethnic diversity
Africa to 2000 and beyond,Philip Ndegwa,Wealth and materialism
Africa to 2000 and beyond,Philip Ndegwa,Dreams and ambitions
Philip Ndegwa on Africa's development crisis and related international issues,Philip Ndegwa,Bad governance
Philip Ndegwa on Africa's development crisis and related international issues,Philip Ndegwa,Post-independence struggles
Philip Ndegwa on Africa's development crisis and related international issues,Philip Ndegwa,Greed
Report of Symposium on Development Options for Africa in the 1980s and Beyond,Philip Ndegwa,Post-independence struggles
Report of Symposium on Development Options for Africa in the 1980s and Beyond,Philip Ndegwa,Environmental conservation
Report of Symposium on Development Options for Africa in the 1980s and Beyond,Philip Ndegwa,Bad governance
Africa's Development Crisis,Philip Ndegwa,Post-independence struggles
Africa's Development Crisis,Philip Ndegwa,Bad governance
Africa's Development Crisis,Philip Ndegwa,Greed
Management for development,Philip Ndegwa,Post-independence struggles
Management for development,Philip Ndegwa,Bad governance
Management for development,Philip Ndegwa,Dreams and ambitions
Still Sings the Nightbird,Philo Ikonya,Dreams and ambitions
Still Sings the Nightbird,Philo Ikonya,Marriage and relationships
Still Sings the Nightbird,Philo Ikonya,Silence and voice
"Kenya, Will You Marry Me?",Philo Ikonya,Marriage and relationships
"Kenya, Will You Marry Me?",Philo Ikonya,Conflict in families
"Kenya, Will You Marry Me?",Philo Ikonya,Wealth and materialism
Splintering Silence,Philo Ikonya,Silence and voice
Splintering Silence,Philo Ikonya,Trauma and healing
Splintering Silence,Philo Ikonya,Justice and injustice
Invincible Nubia - adios Lampedusa!,Philo Ikonya,Marriage and relationships
Invincible Nubia - adios Lampedusa!,Philo Ikonya,Dreams and ambitions
Invincible Nubia - adios Lampedusa!,Philo Ikonya,Love and heartbreak
Aus dem Gefängnis,Philo Ikonya,Oppression
Aus dem Gefängnis,Philo Ikonya,Cultural heritage
Aus dem Gefängnis,Philo Ikonya,Conflict in families
Leading the Night,Philo Ikonya,Dreams and ambitions
Leading the Night,Philo Ikonya,Marriage and relationships
Leading the Night,Philo Ikonya,Parent-child relationships
The Kenyan boy who became the president of America,Philo Ikonya,Parent-child relationships
The Kenyan boy who became the president of America,Philo Ikonya,Bad governance
The Kenyan boy who became the president of America,Philo Ikonya,Greed
This bread of peace,Philo Ikonya,Justice and injustice
This bread of peace,Philo Ikonya,Religion and spirituality
This bread of peace,Philo Ikonya,Wealth and materialism
Triple heritage,Rasna Warah,Cultural heritage
Triple heritage,Rasna Warah,Wealth and materialism
Triple heritage,Rasna Warah,Fate and free will
Lords of Impunity,Rasna Warah,Gender roles and feminism
Lords of Impunity,Rasna Warah,Bad governance
Lords of Impunity,Rasna Warah,Poverty
War crimes,Rasna Warah,Political violence
War crimes,Rasna Warah,Justice and injustice
War crimes,Rasna Warah,Morality and ethics
Red soil and roasted maize,Rasna Warah,Agriculture and food security
Red soil and roasted maize,Rasna Warah,Resource exploitation
Red soil and roasted maize,Rasna Warah,Indigenous knowledge
Unsilenced,Rasna Warah,Wealth and materialism
Unsilenced,Rasna Warah,Bad governance
Unsilenced,Rasna Warah,Gender roles and feminism
"Missionaries, Mercenaries and Misfits",Rasna Warah,Wealth and materialism
"Missionaries, Mercenaries and Misfits",Rasna Warah,Poverty
"Missionaries, Mercenaries and Misfits",Rasna Warah,Gender roles and feminism
Mogadishu Then and Now,Rasna Warah,Wealth and materialism
Mogadishu Then and Now,Rasna Warah,Urban vs rural life
Mogadishu Then and Now,Rasna Warah,Fate and free will
Mfalme Chui Mkatili,Rebecca Nandwa,Wealth and materialism
Mfalme Chui Mkatili,Rebecca Nandwa,Religion and spirituality
Mfalme Chui Mkatili,Rebecca Nandwa,Urban vs rural life
Naledi,Rebecca Nandwa,Wealth and materialism
Naledi,Rebecca Nandwa,Marriage and relationships
Naledi,Rebecca Nandwa,Religion and spirituality
Mnyama mwenye huruma,Rebecca Nandwa,Wealth and materialism
Mnyama mwenye huruma,Rebecca Nandwa,Gender roles and feminism
Mnyama mwenye huruma,Rebecca Nandwa,Bad governance
The sacred seed,Rebeka Njau,Indigenous knowledge
The sacred seed,Rebeka Njau,Religion and spirituality
The sacred seed,Rebeka Njau,Traditional beliefs
Ripples in the pool,Rebeka Njau,Laziness
Ripples in the pool,Rebeka Njau,Climate and nature
Ripples in the pool,Rebeka Njau,Environmental conservation
Kenya women heroes and their mystical power,Rebeka Njau,Wealth and materialism
Kenya women heroes and their mystical power,Rebeka Njau,Gender roles and feminism
Kenya women heroes and their mystical power,Rebeka Njau,Generosity
Mirrors of my life,Rebeka Njau,Dreams and ambitions
Mirrors of my life,Rebeka Njau,Youth and unemployment
Mirrors of my life,Rebeka Njau,Fate and free will
The hypocrite and other stories,Rebeka Njau,Morality and ethics
The hypocrite and other stories,Rebeka Njau,Selfishness
The hypocrite and other stories,Rebeka Njau,Honesty vs dishonesty
The scar,Rebeka Njau,Trauma and healing
The scar,Rebeka Njau,Naming and symbolism
The scar,Rebeka Njau,Love and heartbreak
Dedan Kimathi,Samuel Kahiga,Bad governance
Dedan Kimathi,Samuel Kahiga,Silence and voice
Dedan Kimathi,Samuel Kahiga,Wealth and materialism
Paradise farm,Samuel Kahiga,Agriculture and food security
Paradise farm,Samuel Kahiga,Religion and spirituality
Paradise farm,Samuel Kahiga,Generosity
When the stars are scattered,Samuel Kahiga,Religion and spirituality
When the stars are scattered,Samuel Kahiga,Wealth and materialism
When the stars are scattered,Samuel Kahiga,Hope and despair
The girl from abroad,Samuel Kahiga,Wealth and materialism
The girl from abroad,Samuel Kahiga,Parent-child relationships
The girl from abroad,Samuel Kahiga,Migration and diaspora
Lover in the sky,Samuel Kahiga,Religion and spirituality
Lover in the sky,Samuel Kahiga,Marriage and relationships
Lover in the sky,Samuel Kahiga,Silence and voice
Flight to Juba,Samuel Kahiga,Migration and diaspora
Flight to Juba,Samuel Kahiga,Agriculture and food security
Flight to Juba,Samuel Kahiga,Religion and spirituality
A study of Kalenjin linguistics,Taaitta Toweett,Indigenous knowledge
A study of Kalenjin linguistics,Taaitta Toweett,Power of language
A study of Kalenjin linguistics,Taaitta Toweett,Urban vs rural life
Oral (traditional) history of the Kipsigis,Taaitta Toweett,Indigenous knowledge
Oral (traditional) history of the Kipsigis,Taaitta Toweett,Conflict in families
Oral (traditional) history of the Kipsigis,Taaitta Toweett,Wealth and materialism
Tears over a dead cow and other stories,Taaitta Toweett,Folklore and oral traditions
Tears over a dead cow and other stories,Taaitta Toweett,Indigenous knowledge
Tears over a dead cow and other stories,Taaitta Toweett,Trauma and healing
An African's year in England,Taaitta Toweett,Generosity
An African's year in England,Taaitta Toweett,Oppression
An African's year in England,Taaitta Toweett,Ethnic diversity
English-Swahili-Kalenjin,Taaitta Toweett,Power of language
English-Swahili-Kalenjin,Taaitta Toweett,Urban vs rural life
English-Swahili-Kalenjin,Taaitta Toweett,Trauma and healing
Epitaph on colonialism and shorter poems,Taaitta Toweett,Wealth and materialism
Epitaph on colonialism and shorter poems,Taaitta Toweett,Indigenous knowledge
Epitaph on colonialism and shorter poems,Taaitta Toweett,Migration and diaspora
Tears over a dead cow,Taaitta Toweett,Trauma and healing
Tears over a dead cow,Taaitta Toweett,Hope and despair
Tears over a dead cow,Taaitta Toweett,Folklore and oral traditions
Unsung heroes of Lancaster,Taaitta Toweett,Folklore and oral traditions
Unsung heroes of Lancaster,Taaitta Toweett,Generosity
Unsung heroes of Lancaster,Taaitta Toweett,Trauma and healing
Twilight woman,Thomas Akare,Education and opportunity
Twilight woman,Thomas Akare,Fate and free will
Twilight woman,Thomas Akare,Morality and ethics
The slums,Thomas Akare,Greed
The slums,Thomas Akare,Education and opportunity
The slums,Thomas Akare,Indigenous knowledge
The road to Eldoret and other stories,Tony Mochama,Dreams and ambitions
The road to Eldoret and other stories,Tony Mochama,Folklore and oral traditions
The road to Eldoret and other stories,Tony Mochama,Urbanization
Princess Adhis and the naija coca broda,Tony Mochama,Bad governance
Princess Adhis and the naija coca broda,Tony Mochama,Parent-child relationships
Princess Adhis and the naija coca broda,Tony Mochama,Indigenous knowledge
What if I am a literary gangsta?,Tony Adam Mochama,Dreams and ambitions
What if I am a literary gangsta?,Tony Adam Mochama,Poverty
What if I am a literary gangsta?,Tony Adam Mochama,Identity crisis
"Nairobi, a night guide",Tony Adam Mochama,Wealth and materialism
