title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
Merry-making,Charity Waciuma,,,,,,,http://books.google.com/books/content?id=Gh0kAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,merry making | charity waciuma,,merry making,charity waciuma,,,"Merry-making 
Charity Waciuma 
",185,"['Generosity', 'Wealth and materialism', 'Family unity']"
"Mweru, the ostrich girl",Charity Waciuma,,,,,,,http://books.google.com/books/content?id=ZFThAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"The story of a young girl tricked into thinking she is the daughter of ostriches, relating her subsequent adventures, eventual return to her clan, and her marriage to a wealthy warrior.",,mweru the ostrich girl | charity waciuma,,mweru the ostrich girl,charity waciuma,,,"Mweru, the ostrich girl 
Charity Waciuma 
",186,"['Gender roles and feminism', 'Generosity', 'Wealth and materialism']"
Who's calling?,Charity Waciuma,,,,,,,http://books.google.com/books/content?id=Gh0kAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,who s calling? | charity waciuma,,who s calling,charity waciuma,,,"Who's calling? 
Charity Waciuma 
",187,"['Poverty', 'Generosity', 'Wealth and materialism']"
Kenyatta's jiggers,Charles Mangua,,,,,,,http://books.google.com/books/content?id=tABHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This novel is by the author of the celebrated My Life in Crime and is his first. The life of the 'Son of Fate' is a grim struggle for survival, after his release from prison. He tries his luck at farming, and odd jobs in the city, but everything fails, and he finds himself on the wrong side of the law again. But a glimmer of hope comes when he rescues a tycoon.",,kenyatta s jiggers | charles mangua,,kenyatta s jiggers,charles mangua,,,"Kenyatta's jiggers 
Charles Mangua 
",188,"['Ethnic diversity', 'Oppression', 'Poverty']"
A tail in the mouth,Charles Mangua,,,,,,,https://covers.openlibrary.org/b/id/14892769-L.jpg,ol_author,,,a tail in the mouth | charles mangua,14892769.0,a tail in the mouth,charles mangua,,,"A tail in the mouth 
Charles Mangua 
",189,"['Hard work', 'Parent-child relationships', 'Storytelling as resistance']"
Kanina and I,Charles Mangua,,,,,,,http://books.google.com/books/content?id=hD0gAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,kanina and i | charles mangua,,kanina and i,charles mangua,,,"Kanina and I 
Charles Mangua 
",190,"['Conflict in families', 'Love and heartbreak', 'Marriage and relationships']"
Son of woman in Mombasa,Charles Mangua,,,,,,,http://books.google.com/books/content?id=3AUMi7DpivIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"A sequel to the bestselling The Son of Woman, written in Mangua's now familiar engaging, cynical and humorous style. In this novel, the Son of Woman has come out of jail amd moved to Mombasa to start afresh. He is a fully fledged thirty-something, and a married grown- up. He is unemployed and operating as a blackmarketeer; but in any case, soon expects to find a job as a Member of Parliament. A satirical and fictional portrayal of the African male, living in a world of rapid social change and transition to some kind of modernity. Charles Mangua is a bestselling popular fiction writer in Kenya, who has penned other novels: Kanina and I and A Tail in the Mouth.",,son of woman in mombasa | charles mangua,,son of woman in mombasa,charles mangua,,,"Son of woman in Mombasa 
Charles Mangua 
",191,"['Parent-child relationships', 'Conflict in families', 'Marriage and relationships']"
tail in the mouth.,Charles Mangua,,,,,,,http://books.google.com/books/content?id=pBHdxNpLoVcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,tail in the mouth | charles mangua,,tail in the mouth,charles mangua,,,"tail in the mouth. 
Charles Mangua 
",192,"['Parent-child relationships', 'Silence and voice', 'Storytelling as resistance']"
Gambling With Destiny,Daniel Kamau,,,,,,,https://covers.openlibrary.org/b/id/2763153-L.jpg,ol_author,"Destiny, daughter to the American ambassador to Kenya disappears. Behind the crime is Umoja. Moses treks through the jungles of Africa with Destiny, pursued by murderous Umoja loyalists. Can he save Destiny, and free his nation from Umoja's grip?",,gambling with destiny | daniel kamau,2763153.0,gambling with destiny,daniel kamau,,,"Gambling With Destiny 
Daniel Kamau 
",193,"['Fate and free will', 'Greed', 'Religion and spirituality']"
Equatorial Assignment,David Maillu,,,,,,,http://books.google.com/books/content?id=hi-AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,equatorial assignment | david maillu,,equatorial assignment,david maillu,,,"Equatorial Assignment 
David Maillu 
",194,"['Generosity', 'Climate and nature', 'Hard work']"
Inheritance,David Mulwa,,,,,,,https://covers.openlibrary.org/b/id/4265808-L.jpg,ol_author,,,inheritance | david mulwa,4265808.0,inheritance,david mulwa,,,"Inheritance 
David Mulwa 
",195,"['Poverty', 'Parent-child relationships', 'Cultural heritage']"
Redemption,David Mulwa,,,,,,,http://books.google.com/books/content?id=2dVHAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,redemption | david mulwa,,redemption,david mulwa,,,"Redemption 
David Mulwa 
",196,"['Fate and free will', 'Poverty', 'Justice and injustice']"
Master and Servant,David Mulwa,,,,,,,https://covers.openlibrary.org/b/id/4684470-L.jpg,ol_author,"The Rough Guide to Kenya is the ultimate guide to East Africa's best-known destination. Features include: a full-colour section introducing Kenya's highlights; practical advice on getting the most out of Kenya, from the well-known safari parks to the little known reserves, and the highlands, lakes and deserts to downtown Nairobi and the Indian Ocean; detailed reviews of accommodation and eating options to suit every taste and budget, including luxury lodges and local restaurants; candid coverage of Kenya's history, politics, culture and environment; and maps and plans for every region.",,master and servant | david mulwa,4684470.0,master and servant,david mulwa,,,"Master and Servant 
David Mulwa 
",197,"['Generosity', 'Wealth and materialism', 'Poverty']"
We come in peace,David Mulwa,,,,,,,http://books.google.com/books/content?id=LqVDAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,we come in peace | david mulwa,,we come in peace,david mulwa,,,"We come in peace 
David Mulwa 
",198,"['Poverty', 'Migration and diaspora', 'Fate and free will']"
"Flee, mama flee",David Mulwa,,,,,,,,ol_author,,,flee mama flee | david mulwa,,flee mama flee,david mulwa,,,"Flee, mama flee 
David Mulwa 
",199,"['Poverty', 'Hope and despair', 'Migration and diaspora']"
Daraja,David Mulwa,,,,,,,http://books.google.com/books/content?id=ctAyAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,daraja | david mulwa,,daraja,david mulwa,,,"Daraja 
David Mulwa 
",200,"['Poverty', 'Bad governance', 'Fate and free will']"
Mkimbizi,David Mulwa,,,,,,,http://books.google.com/books/content?id=1YYLAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"Outline of Swahili Literature is a major study and reference guide of modern prose and drama in Swahili -- one of the largest languages of sub-Saharan Africa. This second edition of the eponymous study first published in 1989, is extensively revised and enlarged. It contains new and updated information, mapping trends and writers. In addition, the book contains a resourceful bio-bibliographical index of modern Swahili writers and an annotated bibliography of all known works in Swahili modern prose and drama published from the late 1950s up to 2008.",,mkimbizi | david mulwa,,mkimbizi,david mulwa,,,"Mkimbizi 
David Mulwa 
",201,"['Parent-child relationships', 'Poverty', 'Bad governance']"
Clean hands,David Mulwa,,,,,,,http://books.google.com/books/content?id=dkEgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,clean hands | david mulwa,,clean hands,david mulwa,,,"Clean hands 
David Mulwa 
",202,"['Poverty', 'Bad governance', 'Fate and free will']"
Glasshouses,David Mulwa,,,,,,,http://books.google.com/books/content?id=i0EgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,glasshouses | david mulwa,,glasshouses,david mulwa,,,"Glasshouses 
David Mulwa 
",203,"['Urbanization', 'Loneliness and isolation', 'Cultural heritage']"
"Katende says ""No""",David Mulwa,,,,,,,http://books.google.com/books/content?id=ARRQfNgaPvsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,katende says no | david mulwa,,katende says no,david mulwa,,,"Katende says ""No"" 
David Mulwa 
",204,"['Poverty', 'Truth and deception', 'Religion and spirituality']"
The flame trees of Thika,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/93107-L.jpg,ol_author,"In an open cart Elspeth Huxley set off with her parents to travel to Thika in Kenya. As pioneering settlers, they built a house of grass, ate off a damask cloth spread over packing cases, and discovered—the hard way—the world of the African. With an extraordinary gift for detail and a keen sense of humor, Huxley recalls her childhood on the small farm at a time when Europeans waged their fortunes on a land that was as harsh as it was beautiful. For a young girl, it was a time of adventure and freedom, and Huxley paints an unforgettable portrait of growing up among the Masai and Kikuyu people, discovering both the beauty and the terrors of the jungle, and enduring the rugged realities of the pioneer life.",,the flame trees of thika | elspeth huxley,93107.0,the flame trees of thika,elspeth huxley,,,"The flame trees of Thika 
Elspeth Huxley 
",205,"['Climate and nature', 'Naming and symbolism', 'Marriage and relationships']"
On the edge of the rift,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6547221-L.jpg,ol_author,"In this sequel to ""The Flame of Thika"", Elspeth Huxley takes up her story after the family returns to Kenya after the First World War. Her family and friends, their home and their travels, the glorious wildlife and scenery, described in rich and loving detail, all spring to life in this enchanting book. 'She knows East Africa and she loves it...with a critical and understanding sympathy' - ""The Times"". 'What a marvellous writer...and what a Kenya it was' - ""Financial Times"".",,on the edge of the rift | elspeth huxley,6547221.0,on the edge of the rift,elspeth huxley,,,"On the edge of the rift 
Elspeth Huxley 
",206,"['Land and displacement', 'Education and opportunity', 'Climate and nature']"
Murder on Safari,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/4972592-L.jpg,ol_author,"Lucy, Lady Baradale, was a hated woman.  She used her millions to control and bully her husband and stepdaughter, she was flagrantly unfaithful with her handsome chauffeur, and she carried a fortune in jewelry around on safari with her in a portable safe.  When a choice selection of baubles goes missing, she dispatches guide/white hunter Billy de Mare to bring back Superintendent Vachell of the Chania CID.  Ineptly disguised as de Mare's new assistant, Vachell barely has time to interview Lady Barradale before a ruthless and skillful murderer renders the robbery case more than a little moot.",,murder on safari | elspeth huxley,4972592.0,murder on safari,elspeth huxley,,,"Murder on Safari 
Elspeth Huxley 
",207,"['Education and opportunity', 'Morality and ethics', 'Generosity']"
The African poison murders,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/7128341-L.jpg,ol_author,"This mystery is set in East Africa (country not specified) just prior to World War II.  It was written in the late 1930's and published in 1939. Author Huxley was brought up in this area and brings vivid and authentic description and characters to the story. Huxley is most widely known for her memoir *The Flame Trees of Thika*. The story is the third and last in a short series featuring CID Inspector Vachell.  The story highlights the unrest prior to WWII, felt by both the German and English settlers in this part of colonial Africa. Inspector Vachell is brought in to investigate Nazi activities and several unsettling and gruesome local acts. Things are brought to a head when a local farmer dies. Is it murder or an unfortunate accident?",,the african poison murders | elspeth huxley,7128341.0,the african poison murders,elspeth huxley,,,"The African poison murders 
Elspeth Huxley 
",208,"['Storytelling as resistance', 'Greed', 'Poverty']"
White man's country,Elspeth Huxley,,,,,,,http://books.google.com/books/content?id=TgEOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,white man s country | elspeth huxley,,white man s country,elspeth huxley,,,"White man's country 
Elspeth Huxley 
",209,"['Poverty', 'Storytelling as resistance', 'Climate and nature']"
Out in the Midday Sun,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/7296844-L.jpg,ol_author,"Huxley has recorded her memories of the years after *The Flame Trees of Thika* and *The Mottled Lizard*. Readers learn about her return to Kenya after eight years, the people and places she found, and about her visit in 1983. 8-page photo insert.",,out in the midday sun | elspeth huxley,7296844.0,out in the midday sun,elspeth huxley,,,"Out in the Midday Sun 
Elspeth Huxley 
",210,"['Climate and nature', 'Laziness', 'Education and opportunity']"
Murder at Government House,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6542129-L.jpg,ol_author,"When the British Colonial Governor of Chania is strangled to death in his study, the possible suspects include a wronged husband, a fiery-tempered local politician, and the members of an African secret society working against white rule. It is a tangled web forSuperintendent Vachell of the Chania CID to unravel, but fortunately he has the help of a brash young female anthropologist and a canny, snuff-taking witch doctor.",,murder at government house | elspeth huxley,6542129.0,murder at government house,elspeth huxley,,,"Murder at Government House 
Elspeth Huxley 
",211,"['Political violence', 'Leadership and betrayal', 'Education and opportunity']"
Four Guineas,Elspeth Huxley,,,,,,,,ol_author,,,four guineas | elspeth huxley,,four guineas,elspeth huxley,,,"Four Guineas 
Elspeth Huxley 
",212,"['Generosity', 'Education and opportunity', 'Greed']"
Scott of the Antarctic,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/4090018-L.jpg,ol_author,Biography of Scott based on diaries and letters of his colleagues as well as his own writings.,,scott of the antarctic | elspeth huxley,4090018.0,scott of the antarctic,elspeth huxley,,,"Scott of the Antarctic 
Elspeth Huxley 
",213,"['Education and opportunity', 'Storytelling as resistance', 'Generosity']"
Florence Nightingale,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/8401181-L.jpg,ol_author,"Begun in the reign of George IV and ended in that of Edward VII, her life more than spanned the whole Victorian era. ""Do you think you are improving?"" had asked the Aga Khan. She would not have hesitated for an instant in her reply. Life for the majority had improved, was improving and would continue to improve. Grieved greatly by his imperfections, she still believed in the ultimate perfectibility of man. Few of the great Victorians brought about by their personal efforts more of the material improvements of the era than Florence Nightingale. Probably in her own mind the betterment of the soldiers' lot, in sickness and in health, that she had helped to bring about would have rated highest. Next to that would have come her efforts to better the health of the peasants of India. Today she is remembered first and foremost as the founder of the nursing profession in its modern form. Her 38 ragtag-and-bobtail women, who coped with the shambles at Scutari, and the 15 young ladies introduced into St. Thomas' in 1860, were the start of one of the greatest of all services to mankind. This was her achievement, and almost hers alone. - p. 246.",,florence nightingale | elspeth huxley,8401181.0,florence nightingale,elspeth huxley,,,"Florence Nightingale 
Elspeth Huxley 
",214,"['Education and opportunity', 'Generosity', 'Storytelling as resistance']"
Love among the daughters,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6943153-L.jpg,ol_author,,,love among the daughters | elspeth huxley,6943153.0,love among the daughters,elspeth huxley,,,"Love among the daughters 
Elspeth Huxley 
",215,"['Education and opportunity', 'Marriage and relationships', 'Parent-child relationships']"
Their shining Eldorado,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6727063-L.jpg,ol_author,"P.249-51; Condition of natives (Katherine), equal pay in N.T.; p.264-8; Voting rights, education, assimilation; p.269-84; Snake Bay settlement (Tiwi), Welfare policies; Brief notes on Oenpelli rock art, dancing, didgeridoo playing, legends p.296; Namatjira; p.297-8; Ayers Rock - a religious shrine of Pitjandjaras, conception beliefs, ritual objects, circumcision; p.301-2; Pinturbi; p.3024; Settlements, missions, Welfare, education.",,their shining eldorado | elspeth huxley,6727063.0,their shining eldorado,elspeth huxley,,,"Their shining Eldorado 
Elspeth Huxley 
",216,"['Education and opportunity', 'Dreams and ambitions', 'Marriage and relationships']"
Race and politics in Kenya,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/4482165-L.jpg,ol_author,,,race and politics in kenya | elspeth huxley,4482165.0,race and politics in kenya,elspeth huxley,,,"Race and politics in Kenya 
Elspeth Huxley 
",217,"['Ethnic diversity', 'Poverty', 'Political violence']"
The sorcerer's apprentice,Elspeth Huxley,,,,,,,http://books.google.com/books/content?id=eg9XAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the sorcerer s apprentice | elspeth huxley,,the sorcerer s apprentice,elspeth huxley,,,"The sorcerer's apprentice 
Elspeth Huxley 
",218,"['Education and opportunity', 'Generosity', 'Storytelling as resistance']"
A man from nowhere,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6943148-L.jpg,ol_author,"A portrait of the conservationalist and chronicler of colonial Kenya describes her childhood in east Africa and wartime Britain; marriage to Thomas Huxley; roles as a farmer, writer, and government advisor.",,a man from nowhere | elspeth huxley,6943148.0,a man from nowhere,elspeth huxley,,,"A man from nowhere 
Elspeth Huxley 
",219,"['Poverty', 'Climate and nature', 'Storytelling as resistance']"
Gallipot Eyes,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/11043836-L.jpg,ol_author,"A portrait of the conservationalist and chronicler of colonial Kenya describes her childhood in east Africa and wartime Britain; marriage to Thomas Huxley; roles as a farmer, writer, and government advisor.",,gallipot eyes | elspeth huxley,11043836.0,gallipot eyes,elspeth huxley,,,"Gallipot Eyes 
Elspeth Huxley 
",220,"['Education and opportunity', 'Generosity', 'Resistance and struggle']"
Livingstone and his African journeys,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/6774878-L.jpg,ol_author,,,livingstone and his african journeys | elspeth huxley,6774878.0,livingstone and his african journeys,elspeth huxley,,,"Livingstone and his African journeys 
Elspeth Huxley 
",221,"['Oppression', 'Generosity', 'Storytelling as resistance']"
The walled city,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/9692161-L.jpg,ol_author,"A portrait of the conservationalist and chronicler of colonial Kenya describes her childhood in east Africa and wartime Britain; marriage to Thomas Huxley; roles as a farmer, writer, and government advisor.",,the walled city | elspeth huxley,9692161.0,the walled city,elspeth huxley,,,"The walled city 
Elspeth Huxley 
",222,"['Urbanization', 'Education and opportunity', 'Resistance and struggle']"
Nine Faces of Kenya,Elspeth Huxley,,,,,,,https://covers.openlibrary.org/b/id/12451903-L.jpg,ol_author,"In this marvelous anthology, Elspeth Huxley, our best and most popular writer on Africa, has drawn on her unparalleled knowledge of Kenya and its literature to present a fully rounded portrait of one of the most fascinating countries in the world. In nine sections focusing on exploration, travel, settlement, war, hunting, wildlife, environment, life-styles, and legend and poetry, using only first-hand accounts, she guides the reader through the story of Kenya from AD100 to the present with her characteristic candour and directness.",,nine faces of kenya | elspeth huxley,12451903.0,nine faces of kenya,elspeth huxley,,,"Nine Faces of Kenya 
Elspeth Huxley 
",223,"['Generosity', 'Greed', 'Education and opportunity']"
Mihiriga ya Agikuyu,Gakaara Wanjaũ,,,,,,,http://books.google.com/books/content?id=n85RgiXNhE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Number 6 includes cumulative main and added entry index for the monographs listed in that year.,,mihiriga ya agikuyu | gakaara wanjau,,mihiriga ya agikuyu,gakaara wanjau,,,"Mihiriga ya Agikuyu 
Gakaara Wanjaũ 
",224,"['Power of language', 'Urban vs rural life', 'Conflict in families']"
"Agikuyu, Mau Mau na wiyathi =",Gakaara Wanjaũ,,,,,,,http://books.google.com/books/content?id=-P_DuLCj37IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Number 6 includes cumulative main and added entry index for the monographs listed in that year.,,agikuyu mau mau na wiyathi = | gakaara wanjau,,agikuyu mau mau na wiyathi,gakaara wanjau,,,"Agikuyu, Mau Mau na wiyathi = 
Gakaara Wanjaũ 
",225,"['Power of language', 'Gender roles and feminism', 'Wealth and materialism']"
Writing for Kenya,Henry Muoria,,,,,,,https://covers.openlibrary.org/b/id/8735966-L.jpg,ol_author,"Henry Muoria (1914-97), self-taught journalist and pamphleteer, helped to inspire Kenya's nationalisms before Mau Mau. The pamphlets reproduced here, in Gikuyu and English, contrast his own originality with the conservatism of Jomo Kenyatta, Kenya's first President. The contributing editors introduce Muoria's political context, tell how three remarkable women sustained his families' life; and remember him as father. Courageous intellectual, political, and domestic life here intertwine.",,writing for kenya | henry muoria,8735966.0,writing for kenya,henry muoria,,,"Writing for Kenya 
Henry Muoria 
",226,"['Poverty', 'Wealth and materialism', 'Greed']"
"I, the Gikuyu, and the white fury",Henry Muoria,,,,,,,http://books.google.com/books/content?id=2QihzHSVNDYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,i the gikuyu and the white fury | henry muoria,,i the gikuyu and the white fury,henry muoria,,,"I, the Gikuyu, and the white fury 
Henry Muoria 
",227,"['Silence and voice', 'Fate and free will', 'Hope and despair']"
A dictionary of the Nandi language,Jane Tapsubei Creider,,,,,,,https://covers.openlibrary.org/b/id/9921065-L.jpg,ol_author,,,a dictionary of the nandi language | jane tapsubei creider,9921065.0,a dictionary of the nandi language,jane tapsubei creider,,,"A dictionary of the Nandi language 
Jane Tapsubei Creider 
",228,"['Indigenous knowledge', 'Language and identity', 'Power of language']"
The shrunken dream,Jane Tapsubei Creider,,,,,,,https://covers.openlibrary.org/b/id/9289508-L.jpg,ol_author,"""Their world was three miles wide and fifteen miles long, a patch of rugged, rocky land along the upper slopes of Mt. Kamasai. At the foot of the mountain ran the Cheboiywa River, the boundary between the Nandi and Luyia. On the other side of the mountain, from Kapkeimur onwards, were European settlers and priests. But on the slopes of the mountain, in densest forest, the people of Kamasai lived completely cut off. The houses were built among the boulders. There were no grassy plains for cattle to graze on. The little grass they could obtain was found in gaps in the forest canopy where the trees allowed the sunlight to filter down. The produce of the women's vegetable gardens had to be shared with the monkeys that came from the forest around them. In this little world everyone knew every detail of everything that happened."" - from The Shrunken Dream",,the shrunken dream | jane tapsubei creider,9289508.0,the shrunken dream,jane tapsubei creider,,,"The shrunken dream 
Jane Tapsubei Creider 
",229,"['Dreams and ambitions', 'Youth and unemployment', 'Folklore and oral traditions']"
Two lives,Jane Tapsubei Creider,,,,,,,https://covers.openlibrary.org/b/id/4107359-L.jpg,ol_author,,,two lives | jane tapsubei creider,4107359.0,two lives,jane tapsubei creider,,,"Two lives 
Jane Tapsubei Creider 
",230,"['Urbanization', 'Civic responsibility', 'Conflict in families']"
Juices,Jared Angira,,,,,,,http://books.google.com/books/content?id=ywEKyvOO_S0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"The Columbia Guide to East African Literature in English Since 1945 challenges the conventional belief that the English-language literary traditions of East Africa are restricted to the former British colonies of Kenya, Uganda, and Tanzania. Instead, these traditions stretch far into such neighboring countries as Somalia and Ethiopia. Simon Gikandi and Evan Mwangi assemble a truly inclusive list of major writers and trends. They begin with a chronology of key historical events and an overview of the emergence and transformation of literary culture in the region. Then they provide an alphabetical list of major writers and brief descriptions of their concerns and achievements. Some of the writers discussed include the Kenyan novelists Grace Ogot and Ngugi wa Thiong'o, Ugandan poet and essayist Taban Lo Liyong, Ethiopian playwright and poet Tsegaye Gabre-Medhin, Tanzanian novelist and diplomat Peter Palangyo, Ethiopian novelist Berhane Mariam Sahle-Sellassie, and the novelist M. G. Vassanji, who portrays the Indian diaspora in Africa, Europe, and North America. Separate entries within this list describe thematic concerns, such as colonialism, decolonization, the black aesthetic, and the language question; the growth of genres like autobiography and popular literature; important movements like cultural nationalism and feminism; and the impact of major forces such as AIDS/HIV, Christian missions, and urbanization. Comprehensive and richly detailed, this guide offers a fresh perspective on the role of East Africa in the development of African and world literature in English and a new understanding of the historical, cultural, and geopolitical boundaries of the region.",,juices | jared angira,,juices,jared angira,,,"Juices 
Jared Angira 
",231,"['Greed', 'Marriage and relationships', 'Silence and voice']"
The years go by,Jared Angira,,,,,,,http://books.google.com/books/content?id=Qm7RAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the years go by | jared angira,,the years go by,jared angira,,,"The years go by 
Jared Angira 
",232,"['Greed', 'Post-independence struggles', 'Generational conflict']"
Soft corals,Jared Angira,,,,,,,http://books.google.com/books/content?id=H-BAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,soft corals | jared angira,,soft corals,jared angira,,,"Soft corals 
Jared Angira 
",233,"['Marriage and relationships', 'Hard work', 'Morality and ethics']"
Silent voices; poems,Jared Angira,,,,,,,http://books.google.com/books/content?id=Cn_jAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,silent voices; poems | jared angira,,silent voices poems,jared angira,,,"Silent voices; poems 
Jared Angira 
",234,"['Silence and voice', 'Storytelling as resistance', 'Folklore and oral traditions']"
Cascades,Jared Angira,,,,,,,https://covers.openlibrary.org/b/id/4408656-L.jpg,ol_author,,,cascades | jared angira,4408656.0,cascades,jared angira,,,"Cascades 
Jared Angira 
",235,"['Greed', 'Marriage and relationships', 'Fate and free will']"
Lament of the silent & other poems,Jared Angira,,,,,,,https://covers.openlibrary.org/b/id/4253530-L.jpg,ol_author,,,lament of the silent & other poems | jared angira,4253530.0,lament of the silent other poems,jared angira,,,"Lament of the silent & other poems 
Jared Angira 
",236,"['Silence and voice', 'Mental health', 'Conflict in families']"
Tides of time,Jared Angira,,,,,,,http://books.google.com/books/content?id=jbyl1Nxw664C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,tides of time | jared angira,,tides of time,jared angira,,,"Tides of time 
Jared Angira 
",237,"['Fate and free will', 'Greed', 'Love and heartbreak']"
Mau Mau kizuizini ..,Josiah Mwangi Kariuki,,,,,,,https://covers.openlibrary.org/b/id/8345589-L.jpg,ol_author,"The Routledge Handbook of Translation and Memory serves as a timely and unique resource for the current boom in thinking around translation and memory. The Handbook offers a comprehensive overview of a contemporary, and as yet unconsolidated, research landscape with a four-section structure which encompasses both current debate and future trajectories. Twenty-four chapters written by leading and emerging international scholars provide a cross-sectional snapshot of the diverse angles of approach and case studies that have thus far driven research into translation and memory. A valuable, far-reaching range of theoretical, empirical, reflective, comparative, and archival approaches are brought to bear on translational sites of memory and mnemonic sites of translation through the examination of topics such as traumatic, postcolonial, cultural, literary, and translator memory. This Handbook is key reading for advanced undergraduates, postgraduates and researchers in translation studies, memory studies, and related areas.",,mau mau kizuizini | josiah mwangi kariuki,8345589.0,mau mau kizuizini,josiah mwangi kariuki,,,"Mau Mau kizuizini .. 
Josiah Mwangi Kariuki 
",238,"['Wealth and materialism', 'Urban vs rural life', 'Marriage and relationships']"
JM Kariuki in Parliament,Josiah Mwangi Kariuki,,,,,,,https://covers.openlibrary.org/b/id/6881726-L.jpg,ol_author,,,jm kariuki in parliament | josiah mwangi kariuki,6881726.0,jm kariuki in parliament,josiah mwangi kariuki,,,"JM Kariuki in Parliament 
Josiah Mwangi Kariuki 
",239,"['Urban vs rural life', 'Bad governance', 'Trauma and healing']"
mau mau detainee ,josiah mwangi kariuki,,,,,,,http://books.google.com/books/content?id=vjhyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,mau mau detainee | josiah mwangi kariuki,,mau mau detainee,josiah mwangi kariuki,,,"mau mau detainee  
josiah mwangi kariuki 
",240,"['Trauma and healing', 'Wealth and materialism', 'Urban vs rural life']"
Child of happy valley,Juanita Carberry,,,,,,,http://books.google.com/books/content?id=kjVyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"Juanita Carberry's story is a colourful and passionate memoir which reveals the darkness behind glittering White Mischief society. This story starts with her childhood in the 20s and 30s on a Kenyan coffee farm. Brought up by her father's black servants and white governesses, much of her time was spent riding and with the tame wild animals. This was the White Mischief era, when parents were busy partying and children lived their own hidden lives. But there was school to attend in Europe and later South Africa, a different establishment each year, where she struggled to speak English instead of Swahili. There was finishing school in Switzerland, and even in Kenya the less innocent adult life began to encroach on her African idyll. At fifteen she became involved in the Lord Erroll affair and is the only person to whom Delves Broughton confessed to the murder of Lord Erroll.",,child of happy valley | juanita carberry,,child of happy valley,juanita carberry,,,"Child of happy valley 
Juanita Carberry 
",241,"['Parent-child relationships', 'Conflict in families', 'Marriage and relationships']"
